TrH2_hyp_clust10124.t1		DDE_Tnp_4/
TrH2_TrispH2_005571-RA	gephyrin	MoCF_biosynth/MoeA_N/MoCF_biosynth/MoeA_C/
TrH2_TrispH2_005572-RA	taspase_1	Asparaginase_2/
TrH2_TrispH2_005573-RA		
TrH2_TrispH2_005574-RA	consortin_connexin_sorting_protein	
TrH2_TrispH2_005575-RA	fatty_acid_desaturase_1	Cyt-b5/FA_desaturase/
TrH2_TrispH2_005576-RA		Acyl-ACP_TE/
TrH2_TrispH2_005577-RA	solute_carrier_family_35_member_F3	EamA/
TrH2_TrispH2_005578-RA		
TrH2_TrispH2_005579-RA		
TrH2_TrispH2_005580-RA	solute_carrier_family_35_member_F3	EamA/
TrH2_TrispH2_005581-RA	glyoxylate_and_hydroxypyruvate_reductase	2-Hacid_dh/2-Hacid_dh_C/
TrH2_TrispH2_005582-RA	MUS81_structure_specific_endonuclease_subunit	ERCC4/
TrH2_TrispH2_005583-RA	cathepsin_F	Inhibitor_I29/Peptidase_C1/
TrH2_TrispH2_005584-RA	N_alpha_acetyltransferase_20_NatB_catalytic_subunit	Acetyltransf_1/
TrH2_TrispH2_005585-RA	UDP_GlcNAc_betaGal_beta_1_3_N_acetylglucosaminyltransferase_5	Galactosyl_T/
TrH2_TrispH2_005586-RA	INO80_complex_ATPase_subunit	DBINO/SNF2_N/Helicase_C/
TrH2_TrispH2_005587-RA	autophagy_related_14	Atg14/
TrH2_TrispH2_005588-RA	eukaryotic_translation_initiation_factor_4A3	DEAD/Helicase_C/
TrH2_TrispH2_005589-RA	hemicentin_1	
TrH2_TrispH2_005590-RA	radial_spoke_head_component_4A	Radial_spoke/
TrH2_TrispH2_005591-RA	tripartite_motif_containing_9	zf-C3HC4_4/zf-B_box/fn3/SPRY/
TrH2_TrispH2_005592-RA		AhpC-TSA_2/
TrH2_TrispH2_005593-RA	kinesin_family_member_6	Kinesin/
TrH2_TrispH2_005594-RA	aprataxin_and_PNKP_like_factor	zf-CCHH/zf-CCHH/
TrH2_TrispH2_005595-RA	translin_associated_factor_X	Translin/
TrH2_TrispH2_005596-RA	N_acetylated_alpha_linked_acidic_dipeptidase_2	PA/Peptidase_M28/TFR_dimer/
TrH2_TrispH2_005597-RA	translin_associated_factor_X	Translin/
TrH2_TrispH2_005598-RA		F-box-like/Ank_4/Ank/
TrH2_TrispH2_005599-RA		
TrH2_TrispH2_005600-RA		F-box/
TrH2_TrispH2_005601-RA		Ank_3/
TrH2_TrispH2_005602-RA		
TrH2_TrispH2_005603-RA		F-box-like/
TrH2_TrispH2_005604-RA	cannabinoid_receptor_1	7tm_1/
TrH2_TrispH2_005605-RA	folate_hydrolase_1	PA/Peptidase_M28/TFR_dimer/
TrH2_TrispH2_005606-RA	dihydrolipoamide_S_succinyltransferase	Biotin_lipoyl/2-oxoacid_dh/
TrH2_TrispH2_005607-RA	bromodomain_adjacent_to_zinc_finger_domain_1A	WAC_Acf1_DNA_bd/DDT/WHIM1/WSD/PHD/Bromodomain/
TrH2_TrispH2_005608-RA	immunoglobulin_binding_protein_1	TAP42/TAP42/TAP42/
TrH2_TrispH2_005609-RA	proteasome_20S_subunit_alpha_3	Proteasome_A_N/Proteasome/
TrH2_TrispH2_005610-RA	autophagy_related_3	Autophagy_act_C/
TrH2_TrispH2_005611-RA	Janus_kinase_2	Pkinase_Tyr/Pkinase_Tyr/
TrH2_TrispH2_005612-RA	potassium_voltage_gated_channel_subfamily_H_member_5	PAS_9/Ion_trans/cNMP_binding/
TrH2_TrispH2_005613-RA	lamin_B_receptor	ERG4_ERG24/
TrH2_TrispH2_005614-RA	lamin_B_receptor	ERG4_ERG24/
TrH2_TrispH2_005615-RA	proteasome_26S_subunit_ATPase_1	Prot_ATP_ID_OB/AAA/AAA_lid_3/
TrH2_TrispH2_005616-RA	SPARC_related_modular_calcium_binding_2	WAP/Antistasin/Thyroglobulin_1/WAP/Thyroglobulin_1/WAP/Thyroglobulin_1/WAP/Thyroglobulin_1/
TrH2_TrispH2_005617-RA	signal_recognition_particle_9	SRP9-21/
TrH2_TrispH2_005618-RA		
TrH2_TrispH2_005619-RA	RAB3_GTPase_activating_non_catalytic_protein_subunit_2	RAB3GAP2_N/RAB3GAP2_C/
TrH2_TrispH2_005620-RA	X_ray_repair_cross_complementing_3	Rad51/
TrH2_TrispH2_005621-RA	serine_threonine_tyrosine_interacting_protein	DSPc/
TrH2_TrispH2_005622-RA		
TrH2_TrispH2_005623-RA	gamma_butyrobetaine_hydroxylase_1	TauD/
TrH2_TrispH2_005624-RA	gamma_butyrobetaine_hydroxylase_1	TauD/
TrH2_TrispH2_005625-RA	opioid_receptor_kappa_1	7tm_1/
TrH2_TrispH2_005626-RA	beta_1_3_N_acetylgalactosaminyltransferase_2	Galactosyl_T/
TrH2_TrispH2_005627-RA	charged_multivesicular_body_protein_1A	Snf7/
TrH2_TrispH2_005628-RA	NFS1_cysteine_desulfurase	Aminotran_5/
TrH2_TrispH2_005629-RA	alanine_glyoxylate_aminotransferase_2	Aminotran_3/
TrH2_TrispH2_005630-RA		ATP_bind_3/
TrH2_TrispH2_005631-RA	MAF_bZIP_transcription_factor_A	bZIP_Maf/
TrH2_TrispH2_005632-RA	MAF_bZIP_transcription_factor_A	bZIP_Maf/
TrH2_TrispH2_005633-RA	MAF1_homolog_negative_regulator_of_RNA_polymerase_III	Maf1/
TrH2_TrispH2_005634-RA	glutathione_synthetase	GSH_synth_ATP/GSH_synthase/
TrH2_TrispH2_005635-RA	solute_carrier_family_52_member_3	DUF1011/
TrH2_TrispH2_005636-RA	SAM_and_HD_domain_containing_deoxynucleoside_triphosphate_triphosphohydrolase_1	HD/
TrH2_TrispH2_005637-RA	ATPase_secretory_pathway_Ca2_transporting_1	Cation_ATPase_N/E1-E2_ATPase/Hydrolase/Cation_ATPase_C/
TrH2_TrispH2_005638-RA	histamine_receptor_H2	7tm_1/
TrH2_TrispH2_005639-RA		
TrH2_TrispH2_005640-RA	granule_associated_Rac_and_RHOG_effector_1	
TrH2_TrispH2_005641-RA	enoyl_CoA_hydratase_1	ECH_1/
TrH2_TrispH2_005642-RA	splicing_factor_3b_subunit_3	MMS1_N/CPSF_A/
TrH2_TrispH2_005644-RA	HERPUD_family_member_2	ubiquitin/
TrH2_TrispH2_005645-RA	cytochrome_c1	Cytochrom_C1/
TrH2_TrispH2_005646-RA	glycine_cleavage_system_protein_H	GCV_H/
TrH2_TrispH2_005647-RA	mucin_4_cell_surface_associated	SRCR/SRCR/SRCR/I-set/EGF_CA/EGF_3/NIDO/EGF_CA/EGF_CA/FXa_inhibition/EGF_CA/EGF_CA/EGF_CA/EGF_3/SEA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/
TrH2_TrispH2_005648-RA	transient_receptor_potential_cation_channel_subfamily_A_member_1	Ank_2/Ank_2/Ank_2/Ank/Ank_2/Ank_2/Ank_2/Ank/
TrH2_TrispH2_005649-RA	deleted_in_malignant_brain_tumors_1	SRCR/EGF/SRCR/hEGF/SRCR/SRCR/SRCR/SRCR/EGF/SRCR/SRCR/SRCR/hEGF/SRCR/hEGF/EGF/SRCR/SRCR/
TrH2_TrispH2_005650-RA	transient_receptor_potential_cation_channel_subfamily_M_member_3	Ank_2/Ank_2/Ank_4/Ank_2/Ank_4/LSDAT_euk/Ion_trans/
TrH2_TrispH2_005651-RA	transient_receptor_potential_cation_channel_subfamily_M_member_3	Ank_4/Ank_2/Ank_2/Ank_4/LSDAT_euk/Ion_trans/
TrH2_TrispH2_005652-RA	leucine_rich_repeat_and_coiled_coil_centrosomal_protein_1	LRR_8/
TrH2_TrispH2_005653-RA	ADAM_metallopeptidase_with_thrombospondin_type_1_motif_12	Reprolysin/ADAM_CR_2/TSP_1/TSP1_ADAMTS/TSP1_ADAMTS/
TrH2_TrispH2_005654-RA	NOP2_Sun_RNA_methyltransferase_2	Methyltr_RsmB-F/
TrH2_TrispH2_005655-RA	adhesion_G_protein_coupled_receptor_B1	I-set/I-set/GAIN/GPS/7tm_2/
TrH2_TrispH2_005656-RA	component_of_oligomeric_golgi_complex_4	COG4/
TrH2_TrispH2_005657-RA	par_6_family_cell_polarity_regulator_gamma	PB1/PDZ/
TrH2_TrispH2_005658-RA	adhesion_G_protein_coupled_receptor_L2	EGF/EGF_CA/EGF/EGF/EGF/EGF_CA/hEGF/EGF/EGF/EGF/IgGFc_binding/EGF/EGF/GAIN/GPS/7tm_2/
TrH2_TrispH2_005659-RA	adhesion_G_protein_coupled_receptor_B1	CUB/Ig_3/GAIN/GPS/7tm_2/
TrH2_TrispH2_005660-RA		
TrH2_TrispH2_005661-RA	relaxin_family_peptide_receptor_1	LRR_8/7tm_1/
TrH2_TrispH2_005662-RA	nuclear_envelope_integral_membrane_protein_1	NEMP/
TrH2_TrispH2_005663-RA	deleted_in_malignant_brain_tumors_1	EGF/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/EGF/SRCR/EGF/SRCR/SRCR/SRCR/SRCR/Ig_3/Ig_3/Ig_2/Ig_3/
TrH2_TrispH2_005664-RA		
TrH2_TrispH2_005665-RA	solute_carrier_family_11_member_1	Nramp/
TrH2_TrispH2_005666-RA	proteasome_26S_subunit_non_ATPase_3	PCI/Rpn3_C/
TrH2_TrispH2_005667-RA	signal_transducer_and_activator_of_transcription_5A	
TrH2_TrispH2_005668-RA		
TrH2_TrispH2_005669-RA	signal_transducer_and_activator_of_transcription_5B	SH2/
TrH2_TrispH2_005670-RA	aspartyl_aminopeptidase	Peptidase_M18/
TrH2_TrispH2_005671-RA	ataxin_10	Atx10homo_assoc/
TrH2_TrispH2_005672-RA	signal_transducer_and_activator_of_transcription_5B	STAT_int/STAT_alpha/STAT_bind/SH2/
TrH2_TrispH2_005673-RA		HAD_2/
TrH2_TrispH2_005674-RA	transient_receptor_potential_cation_channel_subfamily_A_member_1	Ank_2/Ank_2/Ank_2/Ank_2/Ank_2/Ank_2/
TrH2_TrispH2_005675-RA	signal_transducer_and_activator_of_transcription_5B	STAT_int/STAT_bind/
TrH2_TrispH2_005676-RA	transient_receptor_potential_cation_channel_subfamily_A_member_1	Ank_2/Ank_4/Ank/Ank_4/Ank_2/Ank_5/
TrH2_TrispH2_005677-RA	transient_receptor_potential_cation_channel_subfamily_A_member_1	Ank_2/Ank_2/Ank_2/Ank_4/Ank_2/Ank_2/
TrH2_TrispH2_005678-RA	transient_receptor_potential_cation_channel_subfamily_A_member_1	Ank/Ank_2/Ank_2/Ank_4/Ank/Ank_2/
TrH2_TrispH2_005679-RA	transient_receptor_potential_cation_channel_subfamily_A_member_1	Ank_2/Ank_2/Ank_4/Ank_2/Ank_2/Ank_4/Ion_trans/
TrH2_TrispH2_005680-RA	mediator_complex_subunit_8	Med8/
TrH2_TrispH2_005681-RA	glycogenin_1	Glyco_transf_8/
TrH2_TrispH2_005682-RA	centrosomal_protein_70	
TrH2_TrispH2_005683-RA	solute_carrier_family_34_member_2	Na_Pi_cotrans/Na_Pi_cotrans/
TrH2_TrispH2_005684-RA	serine_hydroxymethyltransferase_2	SHMT/SHMT/
TrH2_TrispH2_005685-RA	solute_carrier_family_35_member_B1	UAA/
TrH2_TrispH2_005686-RA		
TrH2_TrispH2_005687-RA	serine_threonine_kinase_36	Pkinase/
TrH2_TrispH2_005688-RA	calcium_calmodulin_dependent_protein_kinase_IG	Pkinase/
TrH2_TrispH2_005689-RA	abl_interactor_1	Abi_HHR/
TrH2_TrispH2_005690-RA	WW_domain_binding_protein_2	
TrH2_TrispH2_005691-RA	ribosomal_protein_L21	Ribosomal_L21e/
TrH2_TrispH2_005692-RA	NPL4_homolog_ubiquitin_recognition_factor	UN_NPL4/zf-NPL4/NPL4/
TrH2_TrispH2_005693-RA	RUN_and_FYVE_domain_containing_4	RUN/
TrH2_TrispH2_005694-RA	elaC_ribonuclease_Z_2	Lactamase_B_4/Lactamase_B_2/
TrH2_TrispH2_005695-RA	chromosome_7_open_reading_frame_50	WKF/
TrH2_TrispH2_005696-RA	protein_kinase_cAMP_dependent_type_I_regulatory_subunit_alpha	RIIa/cNMP_binding/cNMP_binding/
TrH2_TrispH2_005697-RA	short_chain_dehydrogenase_reductase_family_42E_member_1	3Beta_HSD/
TrH2_TrispH2_005698-RA	signal_transducer_and_activator_of_transcription_1	
TrH2_TrispH2_005699-RA	mitochondrial_ribosomal_protein_S18A	Ribosomal_S18/
TrH2_TrispH2_005700-RA	tRNA_splicing_endonuclease_subunit_54	tRNA_int_end_N2/
TrH2_TrispH2_005701-RA	serine_hydroxymethyltransferase_1	SHMT/
TrH2_TrispH2_005702-RA	nuclear_transcription_factor_X_box_binding_1	zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/R3H/
TrH2_TrispH2_005703-RA	sperm_associated_antigen_6	Arm/Arm/Arm/HEAT_PBS/
TrH2_TrispH2_005704-RA	CDGSH_iron_sulfur_domain_3	zf-CDGSH/
TrH2_TrispH2_005705-RA	STIP1_homology_and_U_box_containing_protein_1	TPR_11/TPR_2/CHIP_TPR_N/U-box/
TrH2_TrispH2_005706-RA	SREBF_chaperone	Sterol-sensing/WD40/
TrH2_TrispH2_005707-RA	protein_tyrosine_phosphatase_non_receptor_type_4	FERM_N/FERM_M/FERM_C/Y_phosphatase/
TrH2_TrispH2_005708-RA	protein_tyrosine_phosphatase_non_receptor_type_3	Y_phosphatase/
TrH2_TrispH2_005709-RA	erythrocyte_membrane_protein_band_4.1_like_5	FERM_N/FERM_M/FERM_C/
TrH2_TrispH2_005710-RA	calpain_7	MIT/Peptidase_C2/Calpain_III/
TrH2_TrispH2_005711-RA	COMM_domain_containing_3	COMM_domain/
TrH2_TrispH2_005712-RA	MINDY_lysine_48_deubiquitinase_3	DUF4205/
TrH2_TrispH2_005713-RA	inositol_hexakisphosphate_kinase_2	IPK/
TrH2_TrispH2_005714-RA	inositol_hexakisphosphate_kinase_1	IPK/
TrH2_TrispH2_005715-RA	transformation_transcription_domain_associated_protein	FAT/PI3_PI4_kinase/FATC/
TrH2_TrispH2_005716-RA	Rho_GTPase_activating_protein_12	RhoGAP/
TrH2_TrispH2_005717-RA	DnaJ_heat_shock_protein_family_Hsp40_member_B8	DnaJ/
TrH2_TrispH2_005718-RA	ATP_binding_cassette_subfamily_G_member_1	ABC_tran/ABC2_membrane_7/ABC2_membrane/
TrH2_TrispH2_005719-RA	potassium_voltage_gated_channel_subfamily_H_member_6	PAS_9/Ion_trans/cNMP_binding/
TrH2_TrispH2_005720-RA	ELL_associated_factor_1	EAF/
TrH2_TrispH2_005721-RA	MSL_complex_subunit_1	PEHE/
TrH2_TrispH2_005722-RA	F_box_protein_48	F-box-like/
TrH2_TrispH2_005723-RA	potassium_voltage_gated_channel_subfamily_H_member_7	PAS_9/Ion_trans/cNMP_binding/
TrH2_TrispH2_005724-RA	Coenzyme_A_synthase	CTP_transf_like/CoaE/
TrH2_TrispH2_005725-RA	histone_deacetylase_5	Hist_deacetyl/
TrH2_TrispH2_005726-RA	Fer3_like_bHLH_transcription_factor	HLH/
TrH2_TrispH2_005727-RA		
TrH2_TrispH2_005728-RA		
TrH2_TrispH2_005729-RA	cytochrome_b561	Cytochrom_B561/
TrH2_TrispH2_005730-RA	pancreas_associated_transcription_factor_1a	HLH/
TrH2_TrispH2_005731-RA	cytochrome_b561	Cytochrom_B561/
TrH2_TrispH2_005732-RA	MLLT10_histone_lysine_methyltransferase_DOT1L_cofactor	zf-HC5HC2H_2/
TrH2_TrispH2_005733-RA	RNA_binding_motif_protein_45	RRM_1/RRM_1/RRM_1/
TrH2_TrispH2_005735-RA	DnaJ_heat_shock_protein_family_Hsp40_member_C1	DnaJ/Myb_DNA-binding/
TrH2_TrispH2_005736-RA	SEL1L_adaptor_subunit_of_ERAD_E3_ubiquitin_ligase	Sel1/Sel1/Sel1/Sel1/Sel1/Sel1/Sel1/Sel1/
TrH2_TrispH2_005737-RA	chromosome_10_open_reading_frame_67	DUF4709/
TrH2_TrispH2_005738-RA	SKI_DACH_domain_containing_1	Ski_Sno/
TrH2_TrispH2_005739-RA	protein_tyrosine_phosphatase_receptor_type_N2	Y_phosphatase/
TrH2_TrispH2_005740-RA	WD_repeat_domain_12	NLE/WD40/WD40/WD40/WD40/WD40/
TrH2_TrispH2_005741-RA	methyltransferase_like_6	Methyltransf_23/
TrH2_TrispH2_005742-RA		
TrH2_TrispH2_005743-RA		
TrH2_TrispH2_005744-RA	ankyrin_repeat_domain_44	Ank/Ank_2/Ank_2/Ank/Ank_2/Ank_2/Ank_4/Ank_2/Ank_2/Ank_2/Ank_2/Ank_2/
TrH2_TrispH2_005745-RA	LRR_binding_FLII_interacting_protein_2	LRRFIP/
TrH2_TrispH2_005746-RA		
TrH2_TrispH2_005747-RA	gamma_aminobutyric_acid_type_B_receptor_subunit_1	ANF_receptor/7tm_3/
TrH2_TrispH2_005748-RA	gamma_aminobutyric_acid_type_B_receptor_subunit_2	ANF_receptor/7tm_3/
TrH2_TrispH2_005749-RA	prostaglandin_reductase_1	ADH_N_2/ADH_zinc_N/
TrH2_TrispH2_005750-RA		
TrH2_TrispH2_005751-RA	elongin_A	Med26/Elongin_A/
TrH2_TrispH2_005752-RA	translocation_associated_membrane_protein_1	TRAM1/TRAM_LAG1_CLN8/
TrH2_TrispH2_005753-RA	solute_carrier_family_18_member_B1	MFS_1/
TrH2_TrispH2_005754-RA	F_box_protein_10	F-box/Beta_helix/NosD/
TrH2_TrispH2_005755-RA	F_box_protein_16	
TrH2_TrispH2_005756-RA	tetratricopeptide_repeat_domain_32	TPR_16/TPR_1/
TrH2_TrispH2_005757-RA	abhydrolase_domain_containing_3_phospholipase	Abhydrolase_1/
TrH2_TrispH2_005758-RA	failed_axon_connections_homolog_metaxin_like_GST_domain_containing	GST_N_4/GST_C_6/
TrH2_TrispH2_005759-RA	failed_axon_connections_homolog_metaxin_like_GST_domain_containing	GST_N_4/GST_C_6/
TrH2_TrispH2_005760-RA	abhydrolase_domain_containing_3_phospholipase	Hydrolase_4/
TrH2_TrispH2_005761-RA	solute_carrier_family_18_member_B1	MFS_1/
TrH2_TrispH2_005762-RA	solute_carrier_family_18_member_B1	MFS_1/
TrH2_TrispH2_005763-RA	solute_carrier_family_18_member_B1	
TrH2_TrispH2_005764-RA		
TrH2_TrispH2_005765-RA	solute_carrier_family_18_member_B1	MFS_1/
TrH2_TrispH2_005766-RA	solute_carrier_family_18_member_B1	MFS_1/MFS_1/
TrH2_TrispH2_005767-RA	nuclear_transcription_factor_Y_subunit_beta	CBFD_NFYB_HMF/
TrH2_TrispH2_005768-RA	solute_carrier_family_18_member_B1	MFS_1/
TrH2_TrispH2_005769-RA	solute_carrier_family_18_member_B1	MFS_1/
TrH2_TrispH2_005770-RA	solute_carrier_family_18_member_B1	MFS_1/
TrH2_TrispH2_005771-RA	solute_carrier_family_18_member_B1	MFS_1/
TrH2_TrispH2_005772-RA	dehydrogenase_reductase_4	adh_short_C2/
TrH2_TrispH2_005773-RA	glutamate_metabotropic_receptor_5	ANF_receptor/NCD3G/7tm_3/
TrH2_TrispH2_005774-RA	small_nuclear_ribonucleoprotein_U11_U12_subunit_25	Ubiquitin_4/
TrH2_TrispH2_005775-RA	cereblon	Yippee-Mis18/
TrH2_TrispH2_005776-RA	pumilio_RNA_binding_family_member_2	PUF/PUF/PUF/PUF/PUF/PUF/PUF/PUF/
TrH2_TrispH2_005777-RA	Fas_associated_factor_family_member_2	
TrH2_TrispH2_005778-RA	ADAM_metallopeptidase_domain_17	Pep_M12B_propep/Reprolysin_5/Disintegrin/ADAM17_MPD/
TrH2_TrispH2_005779-RA	tyrosine_3_monooxygenase_tryptophan_5_monooxygenase_activation_protein_zeta	14-3-3/
TrH2_TrispH2_005780-RA	peptidyl_tRNA_hydrolase_domain_containing_1	PTH2/
TrH2_TrispH2_005781-RA	phosphofructokinase_muscle	PFK/PFK/
TrH2_TrispH2_005782-RA	RNA_polymerase_III_subunit_K	TFIIS_C/
TrH2_TrispH2_005783-RA	BUD13_homolog	Bud13/
TrH2_TrispH2_005784-RA	gamma_aminobutyric_acid_type_B_receptor_subunit_2	ANF_receptor/7tm_3/
TrH2_TrispH2_005785-RA	RB_binding_protein_8_endonuclease	SAE2/
TrH2_TrispH2_005786-RA		
TrH2_TrispH2_005787-RA		
TrH2_TrispH2_005789-RA	adhesion_regulating_molecule_1	Proteasom_Rpn13/RPN13_C/
TrH2_TrispH2_005790-RA	scribble_planar_cell_polarity_protein	LRR_8/LRR_8/PDZ/PDZ/PDZ/
TrH2_TrispH2_005791-RA	lipid_droplet_associated_hydrolase	LIDHydrolase/
TrH2_TrispH2_005792-RA	VPS11_core_subunit_of_CORVET_and_HOPS_complexes	Clathrin/VPS11_C/
TrH2_TrispH2_005793-RA	epoxide_hydrolase_4	Abhydrolase_1/
TrH2_TrispH2_005794-RA	ubiquinol_cytochrome_c_reductase_complex_assembly_factor_1	Ubiq_cyt_C_chap/
TrH2_TrispH2_005795-RA	chromosome_8_open_reading_frame_34	DUF5586/
TrH2_TrispH2_005796-RA	neuropeptide_FF_receptor_2	7tm_1/
TrH2_TrispH2_005797-RA	neuropeptide_Y_receptor_Y5	7tm_1/
TrH2_TrispH2_005798-RA	neuropeptide_FF_receptor_1	7tm_1/
TrH2_TrispH2_005799-RA	adrenoceptor_alpha_1D	7tm_1/
TrH2_TrispH2_005800-RA	stum_mechanosensory_transduction_mediator_homolog	Spec3/
TrH2_TrispH2_005801-RA		TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/
TrH2_TrispH2_005802-RA		
TrH2_TrispH2_005803-RA		
TrH2_TrispH2_005804-RA		TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_8/TPR_12/
TrH2_TrispH2_005805-RA	karyopherin_subunit_alpha_1	
TrH2_TrispH2_005806-RA		TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/
TrH2_TrispH2_005807-RA		TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/
TrH2_TrispH2_005808-RA		
TrH2_TrispH2_005809-RA		Synaptobrevin/
TrH2_TrispH2_005810-RA	transient_receptor_potential_cation_channel_subfamily_A_member_1	Ank_2/Ank_2/Ank_2/Ank_4/
TrH2_TrispH2_005811-RA		
TrH2_TrispH2_005812-RA		
TrH2_TrispH2_005813-RA		
TrH2_TrispH2_005814-RA	general_transcription_factor_IIH_subunit_1	PH_TFIIH/BSD/
TrH2_TrispH2_005815-RA	karyopherin_subunit_alpha_4	IBB/Arm/Arm/Arm/Arm/Arm/Arm/Arm/Arm/Arm_3/
TrH2_TrispH2_005816-RA	sperm_associated_antigen_17	PapD-like/
TrH2_TrispH2_005817-RA	sucrase_isomaltase	Trefoil/NtCtMGAM_N/Glyco_hydro_31/
TrH2_TrispH2_005818-RA	maltase_glucoamylase	Trefoil/NtCtMGAM_N/Glyco_hydro_31/
TrH2_TrispH2_005819-RA	maltase_glucoamylase	Trefoil/NtCtMGAM_N/Glyco_hydro_31/
TrH2_TrispH2_005820-RA	maltase_glucoamylase	NtCtMGAM_N/Glyco_hydro_31/
TrH2_TrispH2_005821-RA	glucosidase_alpha_acid	Trefoil/
TrH2_TrispH2_005822-RA	maltase_glucoamylase	Trefoil/NtCtMGAM_N/Glyco_hydro_31/
TrH2_TrispH2_005823-RA	sucrase_isomaltase	Trefoil/NtCtMGAM_N/Glyco_hydro_31/Glyco_hydro_31/
TrH2_TrispH2_005824-RA	glucosidase_alpha_acid	Trefoil/NtCtMGAM_N/Glyco_hydro_31/
TrH2_TrispH2_005825-RA	NFS1_cysteine_desulfurase	Aminotran_5/
TrH2_TrispH2_005826-RA	KDEL_endoplasmic_reticulum_protein_retention_receptor_1	ER_lumen_recept/
TrH2_TrispH2_005827-RA	KDEL_endoplasmic_reticulum_protein_retention_receptor_1	ER_lumen_recept/
TrH2_TrispH2_005828-RA	AFG1_like_ATPase	AFG1_ATPase/
TrH2_TrispH2_005829-RA		OSTMP1/
TrH2_TrispH2_005830-RA	mitochondrial_pyruvate_carrier_1	MPC/
TrH2_TrispH2_005831-RA		
TrH2_TrispH2_005832-RA		
TrH2_TrispH2_005833-RA	LSM10_U7_small_nuclear_RNA_associated	LSM/
TrH2_TrispH2_005834-RA	profilin_family_member_4	Profilin/
TrH2_TrispH2_005835-RA		MGC-24/
TrH2_TrispH2_005836-RA	chloride_intracellular_channel_4	GST_N_3/GST_C_2/
TrH2_TrispH2_005837-RA	peptidylprolyl_isomerase_like_6	Pro_isomerase/
TrH2_TrispH2_005838-RA	H3_clustered_histone_13	Histone/
TrH2_TrispH2_005839-RA	mutS_homolog_2	MutS_I/MutS_II/MutS_III/MutS_IV/MutS_V/
TrH2_TrispH2_005840-RA		FANCF/
TrH2_TrispH2_005841-RA	zinc_metallopeptidase_STE24	Peptidase_M48_N/Peptidase_M48/
TrH2_TrispH2_005842-RA	zinc_finger_C4H2_type_containing	zf-C4H2/
TrH2_TrispH2_005843-RA	armadillo_repeat_containing_2	
TrH2_TrispH2_005844-RA	hexosaminidase_D	Glyco_hydro_20/
TrH2_TrispH2_005845-RA	cleavage_stimulation_factor_subunit_2	RRM_1/CSTF2_hinge/CSTF_C/
TrH2_TrispH2_005846-RA	taxilin_alpha	Taxilin/
TrH2_TrispH2_005847-RA	proteasome_assembly_chaperone_1	PAC1/
TrH2_TrispH2_005848-RA	interleukin_1_receptor_associated_kinase_4	Pkinase/
TrH2_TrispH2_005849-RA	cyclin_dependent_kinase_like_4	Pkinase/
TrH2_TrispH2_005850-RA	succinate_CoA_ligase_ADP_forming_subunit_beta	ATP-grasp_2/Ligase_CoA/
TrH2_TrispH2_005851-RA	IL2_inducible_T_cell_kinase	PH/BTK/SH3_1/SH2/Pkinase_Tyr/
TrH2_TrispH2_005852-RA		AF-4_C/
TrH2_TrispH2_005853-RA	gamma_butyrobetaine_hydroxylase_1	GBBH-like_N/TauD/
TrH2_TrispH2_005854-RA	gamma_butyrobetaine_hydroxylase_1	GBBH-like_N/
TrH2_TrispH2_005855-RA	C_type_lectin_domain_containing_10A	Lectin_C/
TrH2_TrispH2_005856-RA		
TrH2_TrispH2_005857-RA	histone_deacetylase_8	Hist_deacetyl/
TrH2_TrispH2_005858-RA	neuropeptide_FF_receptor_2	7tm_1/
TrH2_TrispH2_005859-RA	methionine_adenosyltransferase_2B	RmlD_sub_bind/
TrH2_TrispH2_005860-RA	methionine_adenosyltransferase_2B	RmlD_sub_bind/RmlD_sub_bind/
TrH2_TrispH2_005861-RA	cilia_and_flagella_associated_protein_97	KIAA1430/
TrH2_TrispH2_005862-RA	sorting_nexin_25	PXA/
TrH2_TrispH2_005863-RA	relaxin_family_peptide_receptor_2	LRR_8/LRR_8/7tm_1/
TrH2_TrispH2_005864-RA		LRR_8/LRR_8/
TrH2_TrispH2_005865-RA		LRR_8/LRR_8/LRR_8/
TrH2_TrispH2_005866-RA	relaxin_family_peptide_receptor_1	LRR_8/LRR_8/LRR_5/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/7tm_1/
TrH2_TrispH2_005867-RA	cilia_and_flagella_associated_protein_298	CFAP298/
TrH2_TrispH2_005868-RA	cysteinyl_tRNA_synthetase_2_mitochondrial	tRNA-synt_1e/
TrH2_TrispH2_005869-RA		
TrH2_TrispH2_005870-RA	relaxin_family_peptide_receptor_1	LRR_8/LRR_8/LRR_5/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/7tm_1/
