HoiH23_g2.t1		
HoiH23_hyp_clust10028.t1	novel_protein	SRCR/
HoiH23_PlH23_006969-RA		DDE_Tnp_4/
HoiH23_PlH23_006970-RA	pyroglutamylated_RFamide_peptide_receptor	7tm_1/
HoiH23_PlH23_006971-RA	adhesion_G_protein_coupled_receptor_L3	Lectin_C/GPS/7tm_2/
HoiH23_PlH23_006972-RA	chromosome_segregation_1_like	IBN_N/Cse1/CAS_CSE1/
HoiH23_PlH23_006973-RA	ribosomal_protein_S19	Ribosomal_S19e/
HoiH23_PlH23_006974-RA	insulin_induced_gene_1	INSIG/
HoiH23_PlH23_006975-RA	SET_domain_containing_9	
HoiH23_PlH23_006976-RA		
HoiH23_PlH23_006977-RA	MIER1_transcriptional_regulator	ELM2/
HoiH23_PlH23_006978-RA	cytochrome_b5_reductase_like	Oxidored-like/FAD_binding_6/NAD_binding_1/
HoiH23_PlH23_006979-RA	dynein_axonemal_intermediate_chain_4	WD40/WD40/
HoiH23_PlH23_006980-RA	trans_2_3_enoyl_CoA_reductase	Steroid_dh/
HoiH23_PlH23_006981-RA	LMBR1_domain_containing_2	LMBR1/
HoiH23_PlH23_006982-RA	phosphoglucomutase_1	PGM_PMM_I/PGM_PMM_II/PGM_PMM_III/PGM_PMM_IV/
HoiH23_PlH23_006983-RA	metabolism_of_cobalamin_associated_C	MMACHC/
HoiH23_PlH23_006984-RA	tubulin_tyrosine_ligase_like_7	TTL/
HoiH23_PlH23_006985-RA	glutaredoxin_and_cysteine_rich_domain_containing_1	
HoiH23_PlH23_006986-RA		NDUF_C2/
HoiH23_PlH23_006987-RA		TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_10/TPR_2/TPR_12/TPR_8/TPR_12/TPR_12/TPR_12/TPR_12/
HoiH23_PlH23_006988-RA	RNA_binding_motif_protein_41	RRM_1/
HoiH23_PlH23_006989-RA		
HoiH23_PlH23_006990-RA	palmitoyl_protein_thioesterase_1	Palm_thioest/
HoiH23_PlH23_006991-RA	thymosin_beta_10	Thymosin/Thymosin/
HoiH23_PlH23_006992-RA	DIS3_homolog_exosome_endoribonuclease_and_3_5_exoribonuclease	PIN_4/Rrp44_CSD1/OB_Dis3/RNB/Rrp44_S1/
HoiH23_PlH23_006993-RA	protein_arginine_methyltransferase_9	PrmA/
HoiH23_PlH23_006994-RA	ELMO_domain_containing_2	ELMO_CED12/
HoiH23_PlH23_006995-RA	transmembrane_protein_131	TMEM131_like/
HoiH23_PlH23_006996-RA		Jacalin/
HoiH23_PlH23_006997-RA	chromosome_4_open_reading_frame_33	
HoiH23_PlH23_006998-RA		
HoiH23_PlH23_006999-RA		Drf_FH3/FH2/
HoiH23_PlH23_007000-RA		
HoiH23_PlH23_007001-RA	thioredoxin_domain_containing_9	Thioredoxin/
HoiH23_PlH23_007002-RA	cramped_chromatin_regulator_homolog_1	
HoiH23_PlH23_007003-RA	solute_carrier_family_25_member_43	Mito_carr/Mito_carr/Mito_carr/
HoiH23_PlH23_007004-RA		Ima1_N/
HoiH23_PlH23_007005-RA	UFM1_specific_peptidase_2	Peptidase_C78/
HoiH23_PlH23_007006-RA	ubiquitin_conjugating_enzyme_E2_B	UQ_con/
HoiH23_PlH23_007007-RA	karyopherin_subunit_alpha_1	Arm/
HoiH23_PlH23_007008-RA	methionine_sulfoxide_reductase_B1	SelR/
HoiH23_PlH23_007009-RA		Lectin_C/Lectin_C/
HoiH23_PlH23_007010-RA	N_alpha_acetyltransferase_11_NatA_catalytic_subunit	Acetyltransf_1/
HoiH23_PlH23_007011-RA	GDP_dissociation_inhibitor_2	GDI/
HoiH23_PlH23_007012-RA	exportin_for_tRNA	Xpo1/
HoiH23_PlH23_007013-RA	polyglutamine_binding_protein_1	WW/
HoiH23_PlH23_007014-RA	chromosome_3_open_reading_frame_20	FAM194/
HoiH23_PlH23_007015-RA	mitochondrial_ribosomal_protein_L42	MRP-S32/MRP-L20/
HoiH23_PlH23_007016-RA	3_hydroxyanthranilate_3_4_dioxygenase	3-HAO/3-HAO/
HoiH23_PlH23_007017-RA	testis_expressed_36	HDNR/
HoiH23_PlH23_007018-RA		
HoiH23_PlH23_007019-RA		
HoiH23_PlH23_007020-RA	ankyrin_repeat_and_sterile_alpha_motif_domain_containing_1A	Ank_2/Ank_2/Ank_2/
HoiH23_PlH23_007021-RA	minichromosome_maintenance_10_replication_initiation_factor	zf-primase/Mcm10/
HoiH23_PlH23_007022-RA	tafazzin	Acyltransferase/
HoiH23_PlH23_007023-RA	titin	fn3/
HoiH23_PlH23_007024-RA	ankyrin_repeat_domain_16	Ank_2/Ank_4/Ank_2/Ank_2/
HoiH23_PlH23_007025-RA	solute_carrier_family_35_member_B4	UAA/UAA/
HoiH23_PlH23_007026-RA	gamma_aminobutyric_acid_type_B_receptor_subunit_2	ANF_receptor/7tm_3/
HoiH23_PlH23_007027-RA	gamma_aminobutyric_acid_type_B_receptor_subunit_1	ANF_receptor/7tm_3/
HoiH23_PlH23_007028-RA	centrosomal_protein_72	LRR_9/
HoiH23_PlH23_007029-RA	tubulin_polymerization_promoting_protein_family_member_2	p25-alpha/
HoiH23_PlH23_007030-RA	RNA_polymerase_II_subunit_C	RNA_pol_L/RNA_pol_A_bac/
HoiH23_PlH23_007031-RA	potassium_calcium_activated_channel_subfamily_M_alpha_1	Ion_trans_2/BK_channel_a/
HoiH23_PlH23_007032-RA	ubiquitin_conjugating_enzyme_E2_C	UQ_con/
HoiH23_PlH23_007033-RA	RAN_binding_protein_9	SPRY/CLTH/
HoiH23_PlH23_007034-RA	leucine_rich_melanocyte_differentiation_associated	
HoiH23_PlH23_007035-RA	H2A.Z_variant_histone_2	Histone/Histone_H2A_C/
HoiH23_PlH23_007036-RA	trafficking_protein_particle_complex_8	TRAPPC-Trs85/
HoiH23_PlH23_007037-RA	sorting_nexin_20	PX/
HoiH23_PlH23_007038-RA	integrator_complex_subunit_8	
HoiH23_PlH23_007039-RA	protein_O_glucosyltransferase_2	Filamin/Glyco_transf_90/
HoiH23_PlH23_007040-RA	TOX_high_mobility_group_box_family_member_2	HMG_box/
HoiH23_PlH23_007041-RA	protein_arginine_methyltransferase_7	PrmA/
HoiH23_PlH23_007042-RA		Nbl1_Borealin_N/
HoiH23_PlH23_007043-RA	DEAH_box_helicase_35	Helicase_C/HA2/OB_NTP_bind/
HoiH23_PlH23_007044-RA	peptidase_M20_domain_containing_2	M20_dimer/
HoiH23_PlH23_007045-RA	uracil_phosphoribosyltransferase_homolog	UPRTase/
HoiH23_PlH23_007046-RA	glucose_fructose_oxidoreductase_domain_containing_1	GFO_IDH_MocA/GFO_IDH_MocA_C/
HoiH23_PlH23_007047-RA	sirtuin_5	SIR2/
HoiH23_PlH23_007048-RA	relaxin_family_peptide_receptor_1	LRR_8/7tm_1/
HoiH23_PlH23_007049-RA	deoxyribonuclease_1	Exo_endo_phos/
HoiH23_PlH23_007050-RA	deoxyribonuclease_1	Exo_endo_phos/
HoiH23_PlH23_007051-RA	TIMP_metallopeptidase_inhibitor_1	TIMP/
HoiH23_PlH23_007052-RA	EF_hand_calcium_binding_domain_1	ZZ/EF-hand_1/EF-hand_7/
HoiH23_PlH23_007053-RA	NADH_ubiquinone_oxidoreductase_subunit_A5	ETC_C1_NDUFA5/
HoiH23_PlH23_007054-RA	protein_tyrosine_phosphatase_domain_containing_1	DSPc/
HoiH23_PlH23_007055-RA	plexin_A1	Sema/PSI/TIG_2/TIG/TIG/TIG/Plexin_cytopl/
HoiH23_PlH23_007056-RA	NADH_ubiquinone_oxidoreductase_subunit_A12	NDUFA12/
HoiH23_PlH23_007057-RA	plexin_A2	Sema/PSI/TIG_plexin/TIG_2/TIG/TIG/TIG/Plexin_cytopl/
HoiH23_PlH23_007058-RA	PX_domain_containing_serine_threonine_kinase_like	
HoiH23_PlH23_007059-RA	ubiquitin_specific_peptidase_19	CS/CS/UCH/zf-MYND/
HoiH23_PlH23_007060-RA	synaptogyrin_1	MARVEL/
HoiH23_PlH23_007061-RA	cytochrome_P450_family_24_subfamily_A_member_1	p450/
HoiH23_PlH23_007062-RA		
HoiH23_PlH23_007063-RA	ubiquitin_specific_peptidase_45	UCH/
HoiH23_PlH23_007064-RA	DNA_replication_fork_stabilization_factor_DONSON	
HoiH23_PlH23_007065-RA	cytochrome_P450_family_24_subfamily_A_member_1	p450/
HoiH23_PlH23_007066-RA	cytochrome_P450_family_24_subfamily_A_member_1	p450/
HoiH23_PlH23_007067-RA	cytochrome_P450_family_24_subfamily_A_member_1	p450/
HoiH23_PlH23_007068-RA	relaxin_family_peptide_receptor_2	7tm_1/
HoiH23_PlH23_007069-RA	glucosidase_alpha_acid	Trefoil/NtCtMGAM_N/Glyco_hydro_31/
HoiH23_PlH23_007070-RA	maltase_glucoamylase	Trefoil/NtCtMGAM_N/Glyco_hydro_31/
HoiH23_PlH23_007071-RA	maltase_glucoamylase	Trefoil/NtCtMGAM_N/Glyco_hydro_31/
HoiH23_PlH23_007072-RA		
HoiH23_PlH23_007073-RA		
HoiH23_PlH23_007074-RA	maltase_glucoamylase	Trefoil/NtCtMGAM_N/Glyco_hydro_31/
HoiH23_PlH23_007075-RA	maltase_glucoamylase	Trefoil/NtCtMGAM_N/Glyco_hydro_31/
HoiH23_PlH23_007076-RA	maltase_glucoamylase	Trefoil/NtCtMGAM_N/Glyco_hydro_31/
HoiH23_PlH23_007077-RA		DUF659/Dimer_Tnp_hAT/
HoiH23_PlH23_007078-RA	sperm_associated_antigen_17	PapD-like/
HoiH23_PlH23_007079-RA	karyopherin_subunit_alpha_2	IBB/Arm/Arm/Arm/Arm/Arm/Arm/Arm/Arm/Arm_3/
HoiH23_PlH23_007080-RA	general_transcription_factor_IIH_subunit_1	PH_TFIIH/
HoiH23_PlH23_007081-RA		
HoiH23_PlH23_007082-RA		Synaptobrevin/
HoiH23_PlH23_007083-RA		Synaptobrevin/
HoiH23_PlH23_007084-RA		
HoiH23_PlH23_007085-RA		TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/
HoiH23_PlH23_007086-RA		TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/
HoiH23_PlH23_007087-RA	karyopherin_subunit_alpha_4	
HoiH23_PlH23_007088-RA		
HoiH23_PlH23_007089-RA		TPR_8/TPR_12/TPR_8/TPR_12/TPR_10/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_8/TPR_12/
HoiH23_PlH23_007090-RA	phospholipase_A2_receptor_1	Lectin_C/Lectin_C/Lectin_C/
HoiH23_PlH23_007091-RA	protein_phosphatase_Mg2_Mn2_dependent_1A	PP2C/
HoiH23_PlH23_007092-RA	TBC1_domain_family_member_4	PID/PID/RabGAP-TBC/
HoiH23_PlH23_007093-RA	DnaJ_heat_shock_protein_family_Hsp40_member_C24	DnaJ/zf-CSL/
HoiH23_PlH23_007094-RA	solute_carrier_family_25_member_33	Mito_carr/Mito_carr/Mito_carr/
HoiH23_PlH23_007095-RA	protein_phosphatase_methylesterase_1	Abhydrolase_6/
HoiH23_PlH23_007096-RA	UDP_GlcNAc_betaGal_beta_1_3_N_acetylglucosaminyltransferase_5	Galactosyl_T/
HoiH23_PlH23_007097-RA	RNA_binding_motif_protein_26	PWI/zf-CCCH/
HoiH23_PlH23_007098-RA	solute_carrier_family_10_member_7	SBF_like/
HoiH23_PlH23_007099-RA	plasminogen	Kringle/Kringle/Kringle/Pkinase_Tyr/
HoiH23_PlH23_007100-RA	proteasome_maturation_protein	UMP1/
HoiH23_PlH23_007101-RA	VHL_binding_protein_1	Prefoldin/
HoiH23_PlH23_007102-RA	LAS1_like_ribosome_biogenesis_factor	Las1/
HoiH23_PlH23_007103-RA	FCH_and_double_SH3_domains_2	FCH/SH3_1/
HoiH23_PlH23_007104-RA	mitogen_activated_protein_kinase_8_interacting_protein_3	Jnk-SapK_ap_N/
HoiH23_PlH23_007105-RA	sperm_associated_antigen_9	JIP_LZII/WD40_2/
HoiH23_PlH23_007106-RA	retinitis_pigmentosa_GTPase_regulator	RCC1/RCC1/RCC1/RCC1/RCC1/RCC1/
HoiH23_PlH23_007107-RA	phosphodiesterase_10A	GAF/GAF/PDEase_I/
HoiH23_PlH23_007108-RA	glutamate_ionotropic_receptor_kainate_type_subunit_1	ANF_receptor/Lig_chan-Glu_bd/Lig_chan/
HoiH23_PlH23_007109-RA	relaxin_family_peptide_receptor_1	7tm_1/
HoiH23_PlH23_007110-RA	catalase	Catalase/Catalase-rel/
HoiH23_PlH23_007111-RA	lysine_methyltransferase_2D	PHD/PHD/zf-HC5HC2H/FYRN/FYRC/SET/
HoiH23_PlH23_007112-RA	neuronal_cell_adhesion_molecule	I-set/Ig_3/ig/fn3/fn3/fn3/fn3/Bravo_FIGEY/
HoiH23_PlH23_007113-RA	neuronal_cell_adhesion_molecule	Ig_3/I-set/I-set/Ig_3/I-set/fn3/fn3/fn3/fn3/Bravo_FIGEY/
HoiH23_PlH23_007114-RA	zinc_finger_protein_830	zf-C2H2_jaz/
HoiH23_PlH23_007115-RA	radical_S_adenosyl_methionine_domain_containing_1	Radical_SAM/
HoiH23_PlH23_007116-RA		DUF4807/
HoiH23_PlH23_007117-RA	small_nuclear_ribonucleoprotein_13	Ribosomal_L7Ae/
HoiH23_PlH23_007118-RA	myosin_heavy_chain_10	Myosin_N/Myosin_head/Myosin_tail_1/Myosin_tail_1/
HoiH23_PlH23_007119-RA	growth_factor_receptor_bound_protein_2	SH3_1/SH2/SH3_1/
HoiH23_PlH23_007120-RA	NFKB_inhibitor_interacting_Ras_like_1	Ras/
HoiH23_PlH23_007121-RA	nucleolar_protein_12	Nop25/
HoiH23_PlH23_007122-RA	phosphatidylinositol_transfer_protein_cytoplasmic_1	IP_trans/
HoiH23_PlH23_007123-RA	phosphatidylinositol_transfer_protein_cytoplasmic_1	IP_trans/
HoiH23_PlH23_007124-RA	neurotrophic_receptor_tyrosine_kinase_2	LRR_8/LRR_5/LRR_1/
HoiH23_PlH23_007125-RA	thyroid_stimulating_hormone_receptor	LRR_8/LRR_8/LRR_8/LRR_8/7tm_1/
HoiH23_PlH23_007126-RA	slit_guidance_ligand_1	
HoiH23_PlH23_007127-RA		LRR_8/LRR_5/LRR_8/
HoiH23_PlH23_007128-RA	synaptotagmin_7	C2/C2/
HoiH23_PlH23_007129-RA	centrosomal_protein_290	
HoiH23_PlH23_007130-RA	synaptotagmin_1	C2/C2/
HoiH23_PlH23_007131-RA		
HoiH23_PlH23_007132-RA	two_pore_segment_channel_2	Ion_trans/Ion_trans/
HoiH23_PlH23_007133-RA	dynein_axonemal_heavy_chain_1	DHC_N2/AAA_6/Dynein_AAA_lid/AAA_7/AAA_lid_1/AAA_8/MT/AAA_9/Dynein_heavy/AAA_lid_11/Dynein_C/
HoiH23_PlH23_007134-RA	PRR5_ARHGAP8_readthrough	CRAL_TRIO_2/RhoGAP/
HoiH23_PlH23_007135-RA	TUB_bipartite_transcription_factor	Tub/
HoiH23_PlH23_007136-RA		
HoiH23_PlH23_007137-RA	glutamate_rich_WD_repeat_containing_1	CAF1C_H4-bd/WD40/WD40/WD40/
HoiH23_PlH23_007138-RA	tumor_susceptibility_101	UEV/Vps23_core/
HoiH23_PlH23_007139-RA	actin_related_protein_1A	Actin/
HoiH23_PlH23_007140-RA	kinase_non_catalytic_C_lobe_domain_containing_1	RasGEF_N/RasGEF/
HoiH23_PlH23_007141-RA		
HoiH23_PlH23_007142-RA		
HoiH23_PlH23_007143-RA		
HoiH23_PlH23_007144-RA		
HoiH23_PlH23_007145-RA	olfactory_receptor_family_8_subfamily_J_member_2_gene_pseudogene	7tm_1/
HoiH23_PlH23_007146-RA		
HoiH23_PlH23_007147-RA		
HoiH23_PlH23_007148-RA		7tm_1/
HoiH23_PlH23_007149-RA	heparan_sulfate_proteoglycan_2	SEA/Ldl_recept_a/Ldl_recept_a/Ldl_recept_a/Ig_3/Laminin_B/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_B/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_B/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_B/Laminin_EGF/Laminin_EGF/I-set/Ig_3/I-set/Ig_3/Ig_3/I-set/Ig_3/Ig_3/ig/Ig_3/ig/Ig_2/Laminin_G_1/Laminin_G_2/
HoiH23_PlH23_007150-RA	heparan_sulfate_proteoglycan_2	Ig_3/Laminin_G_1/EGF/Laminin_G_1/
HoiH23_PlH23_007151-RA	tolloid_like_2	Astacin/TSP_1/CUB/TSP_1/EGF/CUB/CUB/CUB/CAP/
HoiH23_PlH23_007152-RA	adhesion_G_protein_coupled_receptor_G2	Somatomedin_B/7tm_2/
HoiH23_PlH23_007153-RA	adhesion_G_protein_coupled_receptor_L4	Somatomedin_B/7tm_2/
HoiH23_PlH23_007154-RA		
HoiH23_PlH23_007155-RA	histamine_receptor_H2	7tm_1/
HoiH23_PlH23_007156-RA	enolase_1	Enolase_N/Enolase_C/
HoiH23_PlH23_007157-RA	oxysterol_binding_protein	Oxysterol_BP/
HoiH23_PlH23_007158-RA	pleckstrin_homology_and_RUN_domain_containing_M2	RUN/PH/
HoiH23_PlH23_007159-RA	cytochrome_P450_family_4_subfamily_F_member_11	p450/
HoiH23_PlH23_007160-RA		
HoiH23_PlH23_007161-RA		
HoiH23_PlH23_007162-RA	cytochrome_P450_family_4_subfamily_F_member_8	p450/
HoiH23_PlH23_007163-RA		
HoiH23_PlH23_007164-RA	leucine_rich_repeats_and_IQ_motif_containing_3	LRR_9/
HoiH23_PlH23_007165-RA	mitochondrial_ribosomal_protein_S2	Ribosomal_S2/Ribosomal_S2/
HoiH23_PlH23_007166-RA	mannose_P_dolichol_utilization_defect_1	PQ-loop/PQ-loop/
HoiH23_PlH23_007167-RA	tRNA_yW_synthesizing_protein_3_homolog	TYW3/
HoiH23_PlH23_007168-RA		
HoiH23_PlH23_007169-RA	dopa_decarboxylase	Pyridoxal_deC/
HoiH23_PlH23_007170-RA	methionine_sulfoxide_reductase_A	PMSR/
HoiH23_PlH23_007171-RA	centrosomal_protein_350	IQ/DUF4378/
HoiH23_PlH23_007172-RA	adaptor_related_protein_complex_3_subunit_mu_2	Clat_adaptor_s/Adap_comp_sub/
HoiH23_PlH23_007173-RA	nucleotide_binding_protein_like	ParA/
HoiH23_PlH23_007174-RA	inositol_polyphosphate_5_phosphatase_E	Exo_endo_phos/
HoiH23_PlH23_007175-RA	choline_dehydrogenase	GMC_oxred_N/GMC_oxred_C/
HoiH23_PlH23_007176-RA	WD_repeat_domain_83	WD40/WD40/WD40/WD40/WD40/
HoiH23_PlH23_007177-RA	choline_dehydrogenase	GMC_oxred_N/GMC_oxred_C/
HoiH23_PlH23_007178-RA	choline_dehydrogenase	GMC_oxred_N/GMC_oxred_C/
HoiH23_PlH23_007179-RA	slingshot_protein_phosphatase_2	DEK_C/DSPc/
HoiH23_PlH23_007180-RA	cyclic_nucleotide_gated_channel_subunit_alpha_3	Ion_trans/cNMP_binding/
HoiH23_PlH23_007181-RA		
HoiH23_PlH23_007182-RA	serine_dehydratase_like	PALP/
HoiH23_PlH23_007183-RA	oxysterol_binding_protein	Oxysterol_BP/
HoiH23_PlH23_007184-RA	unc_119_lipid_binding_chaperone_B	GMP_PDE_delta/
HoiH23_PlH23_007185-RA	adenylate_cyclase_3	AC_N/Guanylate_cyc/Guanylate_cyc/
HoiH23_PlH23_007186-RA	RAD21_cohesin_complex_component	Rad21_Rec8_N/Rad21_Rec8/
HoiH23_PlH23_007187-RA		
HoiH23_PlH23_007188-RA	RIO_kinase_3	RIO1/
HoiH23_PlH23_007189-RA	cathepsin_B	Propeptide_C1/Peptidase_C1/
HoiH23_PlH23_007190-RA		Cupin_5/
HoiH23_PlH23_007191-RA	tRNA_methyltransferase_11_homolog	UPF0020/
HoiH23_PlH23_007192-RA	ER_membrane_protein_complex_subunit_2	TPR_8/
HoiH23_PlH23_007193-RA	PHD_finger_protein_3	PHD/TFIIS_M/SPOC/
HoiH23_PlH23_007194-RA		
HoiH23_PlH23_007195-RA	transmembrane_protein_241	
HoiH23_PlH23_007196-RA		Abhydrolase_1/
HoiH23_PlH23_007197-RA		
HoiH23_PlH23_007198-RA	zinc_finger_C2HC_type_containing_1A	zf-C2HC_2/zf-C2HC_2/
HoiH23_PlH23_007199-RA	farnesyl_diphosphate_farnesyltransferase_1	SQS_PSY/
HoiH23_PlH23_007200-RA	bone_morphogenetic_protein_7	TGF_beta/
HoiH23_PlH23_007201-RA	thioredoxin_domain_containing_5	Thioredoxin/Thioredoxin/
HoiH23_PlH23_007202-RA	cyclin_dependent_kinase_11B	Pkinase/
HoiH23_PlH23_007203-RA	RAB11_family_interacting_protein_4	RBD-FIP/
HoiH23_PlH23_007204-RA	drebrin_like	Cofilin_ADF/SH3_9/
HoiH23_PlH23_007205-RA	LLGL_scribble_cell_polarity_complex_component_1	
HoiH23_PlH23_007206-RA	LLGL_scribble_cell_polarity_complex_component_1	LLGL/
HoiH23_PlH23_007207-RA	chromosome_17_open_reading_frame_75	Njmu-R1/
HoiH23_PlH23_007208-RA	PHD_finger_protein_5A	PHF5/
HoiH23_PlH23_007209-RA	D_aspartate_oxidase	DAO/DAO/
HoiH23_PlH23_007210-RA	D_amino_acid_oxidase	DAO/DAO/
HoiH23_PlH23_007211-RA	kinesin_family_member_19	Kinesin/
HoiH23_PlH23_007212-RA	FAD_dependent_oxidoreductase_domain_containing_2	Pyr_redox_3/
HoiH23_PlH23_007213-RA	FAD_dependent_oxidoreductase_domain_containing_2	Pyr_redox_3/Pyr_redox_3/Pyr_redox_3/
HoiH23_PlH23_007214-RA	FAD_dependent_oxidoreductase_domain_containing_2	
HoiH23_PlH23_007215-RA	opioid_receptor_mu_1	7tm_1/
HoiH23_PlH23_007216-RA	tachykinin_receptor_3	7tm_1/
HoiH23_PlH23_007217-RA	tachykinin_receptor_3	7tm_1/
HoiH23_PlH23_007218-RA	lysophosphatidic_acid_receptor_6	7tm_1/
HoiH23_PlH23_007219-RA	tachykinin_receptor_1	7tm_1/
HoiH23_PlH23_007220-RA	adaptor_related_protein_complex_5_subunit_beta_1	
HoiH23_PlH23_007221-RA	TCDD_inducible_poly_ADP_ribose_polymerase	PARP/
HoiH23_PlH23_007222-RA	poly_ADP_ribose_polymerase_family_member_14	PARP/
HoiH23_PlH23_007223-RA		
HoiH23_PlH23_007224-RA	poly_ADP_ribose_polymerase_family_member_14	Macro/PARP/
HoiH23_PlH23_007225-RA		
HoiH23_PlH23_007226-RA	poly_ADP_ribose_polymerase_family_member_14	PARP/PARP/
HoiH23_PlH23_007227-RA		
HoiH23_PlH23_007228-RA	poly_ADP_ribose_polymerase_family_member_14	Macro/PARP/Macro/PARP/
HoiH23_PlH23_007229-RA	poly_ADP_ribose_polymerase_family_member_14	Macro/PARP/
HoiH23_PlH23_007230-RA	poly_ADP_ribose_polymerase_family_member_14	Macro/PARP/Macro/PARP/
HoiH23_PlH23_007231-RA	poly_ADP_ribose_polymerase_family_member_14	Macro/PARP/
HoiH23_PlH23_007232-RA		
HoiH23_PlH23_007233-RA	poly_ADP_ribose_polymerase_family_member_14	Macro/PARP/
HoiH23_PlH23_007234-RA		
HoiH23_PlH23_007235-RA		
HoiH23_PlH23_007236-RA	kinesin_associated_protein_3	KAP/
HoiH23_PlH23_007237-RA	ankyrin_repeat_and_EF_hand_domain_containing_1	Ank_2/Ank_2/Ank_4/EF-hand_7/Ank_4/
HoiH23_PlH23_007238-RA		DUF1761/
HoiH23_PlH23_007239-RA		DUF1761/
HoiH23_PlH23_007240-RA	drosha_ribonuclease_III	Ribonuclease_3/Ribonucleas_3_3/dsrm/
HoiH23_PlH23_007241-RA	coiled_coil_domain_containing_180	DUF4455/DUF4456/
HoiH23_PlH23_007242-RA		
HoiH23_PlH23_007243-RA	collagen_beta_1_O_galactosyltransferase_1	Glyco_tranf_2_4/Glyco_transf_25/
HoiH23_PlH23_007244-RA	proline_rich_coiled_coil_2B	BAT2_N/
HoiH23_PlH23_007245-RA	family_with_sequence_similarity_102_member_A	NT-C2/
HoiH23_PlH23_007246-RA		Sen15/
HoiH23_PlH23_007247-RA	jumonji_domain_containing_6_arginine_demethylase_and_lysine_hydroxylase	Cupin_8/
HoiH23_PlH23_007248-RA	FKBP_prolyl_isomerase_1A	FKBP_C/
HoiH23_PlH23_007249-RA	negative_elongation_factor_complex_member_E	RRM_1/
HoiH23_PlH23_007250-RA	queuine_tRNA_ribosyltransferase_accessory_subunit_2	TGT/
HoiH23_PlH23_007252-RA	cubilin	CUB/CUB/CUB/
HoiH23_PlH23_007253-RA	CAP_Gly_domain_containing_linker_protein_3	Ank_2/
HoiH23_PlH23_007254-RA	cubilin	CUB/CUB/CUB/
HoiH23_PlH23_007255-RA	ER_membrane_protein_complex_subunit_10	
HoiH23_PlH23_007256-RA	muscle_RAS_oncogene_homolog	Ras/
HoiH23_PlH23_007257-RA	histamine_receptor_H3	7tm_1/
HoiH23_PlH23_007258-RA	1_aminocyclopropane_1_carboxylate_synthase_homolog_inactive	Aminotran_1_2/
HoiH23_PlH23_007259-RA	synaptonemal_complex_protein_3	Cor1/
HoiH23_PlH23_007260-RA	lysine_methyltransferase_5B	SET/
HoiH23_PlH23_007261-RA		
HoiH23_PlH23_007262-RA	E74_like_ETS_transcription_factor_2	Ets/
HoiH23_PlH23_007263-RA	tachykinin_receptor_1	7tm_1/
HoiH23_PlH23_007264-RA	protein_kinase_C_and_casein_kinase_substrate_in_neurons_1	FCH/SH3_9/
HoiH23_PlH23_007265-RA	RPS10_NUDT3_readthrough	S10_plectin/
HoiH23_PlH23_007266-RA	electron_transfer_flavoprotein_regulatory_factor_1	Complex1_LYR/
HoiH23_PlH23_007267-RA	cilia_and_flagella_associated_protein_94	Casc1_N/Casc1/
HoiH23_PlH23_007268-RA	synaptojanin_1	Syja_N/
HoiH23_PlH23_007269-RA	PPARG_related_coactivator_1	RRM_1/
HoiH23_PlH23_007270-RA	poly_ADP_ribose_polymerase_family_member_3	SAP/WGR/PARP_reg/PARP/
HoiH23_PlH23_007271-RA		mTERF/
HoiH23_PlH23_007272-RA		mTERF/mTERF/
HoiH23_PlH23_007273-RA	DIS3_like_3_5_exoribonuclease_2	Rrp44_CSD1/OB_Dis3/RNB/Dis3l2_C_term/
HoiH23_PlH23_007274-RA	phenylalanyl_tRNA_synthetase_2_mitochondrial	tRNA-synt_2d/tRNA-synt_2d/FDX-ACB/
HoiH23_PlH23_007275-RA	KRAS_proto_oncogene_GTPase	Ras/
HoiH23_PlH23_007276-RA	aldehyde_dehydrogenase_3_family_member_A2	Aldedh/
HoiH23_PlH23_007277-RA	ribosomal_protein_S11	Ribosomal_S17_N/Ribosomal_S17/
HoiH23_PlH23_007278-RA	CWF19_like_cell_cycle_control_factor_1	CwfJ_C_1/CwfJ_C_2/
HoiH23_PlH23_007279-RA	adrenoceptor_alpha_2B	7tm_1/
HoiH23_PlH23_007280-RA	tectonin_beta_propeller_repeat_containing_2	Hyd_WA/Hyd_WA/Hyd_WA/Hyd_WA/Hyd_WA/Hyd_WA/
HoiH23_PlH23_007281-RA	DnaJ_heat_shock_protein_family_Hsp40_member_C17	DnaJ/RRM_1/
HoiH23_PlH23_007282-RA	regulator_of_microtubule_dynamics_2	
HoiH23_PlH23_007283-RA	potassium_channel_tetramerization_domain_containing_10	BTB_2/
HoiH23_PlH23_007284-RA	intraflagellar_transport_20	IFT20/
HoiH23_PlH23_007285-RA	hemoglobin_subunit_zeta	Globin/
HoiH23_PlH23_007286-RA	dehydrogenase_reductase_7	adh_short/
HoiH23_PlH23_007287-RA	family_with_sequence_similarity_177_member_A1	FAM177/
