Hhon_g00001.t1	zinc_finger_BED_type_containing_6
Hhon_g06644.t1	transmembrane_and_coiled_coil_domain_family_2
Hhon_g06645.t1	
Hhon_g06646.t1	cathepsin_C
Hhon_g06647.t1	UDP_GlcNAc_betaGal_beta_1_3_N_acetylglucosaminyltransferase_5
Hhon_g06648.t1	RAD54_homolog_B
Hhon_g06649.t1	DEP_domain_containing_5_GATOR1_subcomplex_subunit
Hhon_g06650.t1	acyl_CoA_synthetase_family_member_2
Hhon_g06651.t1	adenosine_kinase
Hhon_g06652.t1	
Hhon_g06653.t1	acyl_CoA_synthetase_family_member_2
Hhon_g06654.t1	acyl_CoA_synthetase_family_member_2
Hhon_g06655.t1	
Hhon_g06656.t1	transmembrane_and_coiled_coil_domains_6
Hhon_g06657.t1	transmembrane_serine_protease_3
Hhon_g06658.t1	
Hhon_g06659.t1	GCN1_activator_of_EIF2AK4
Hhon_g06660.t1	citron_rho_interacting_serine_threonine_kinase
Hhon_g06661.t1	acyl_CoA_synthetase_family_member_2
Hhon_g06662.t1	slingshot_protein_phosphatase_2
Hhon_g06663.t1	cyclic_nucleotide_gated_channel_subunit_alpha_3
Hhon_g06664.t1	
Hhon_g06665.t1	serine_dehydratase_like
Hhon_g06666.t1	oxysterol_binding_protein
Hhon_g06667.t1	unc_119_lipid_binding_chaperone_B
Hhon_g06668.t1	adenylate_cyclase_3
Hhon_g06669.t1	RAD21_cohesin_complex_component
Hhon_g06670.t1	
Hhon_g06671.t1	RIO_kinase_3
Hhon_g06672.t1	cathepsin_B
Hhon_g06673.t1	tRNA_methyltransferase_11_homolog
Hhon_g06674.t1	
Hhon_g06675.t1	ER_membrane_protein_complex_subunit_2
Hhon_g06676.t1	PHD_finger_protein_3
Hhon_g06677.t1	ubiquinol_cytochrome_c_reductase_complex_assembly_factor_2
Hhon_g06678.t1	
Hhon_g06679.t1	transmembrane_protein_241
Hhon_g06680.t1	
Hhon_g06681.t1	
Hhon_g06682.t1	zinc_finger_C2HC_type_containing_1A
Hhon_g06683.t1	farnesyl_diphosphate_farnesyltransferase_1
Hhon_g06684.t1	bone_morphogenetic_protein_7
Hhon_g06685.t1	bone_morphogenetic_protein_7
Hhon_g06686.t1	thioredoxin_domain_containing_5
Hhon_g06687.t1	
Hhon_g06688.t1	mediator_complex_subunit_30
Hhon_g06689.t1	
Hhon_g06690.t1	ribosomal_protein_lateral_stalk_subunit_P1
Hhon_g06691.t1	general_transcription_factor_IIIC_subunit_2
Hhon_g06692.t1	kinesin_family_member_13A
Hhon_g06693.t1	pyrroline_5_carboxylate_reductase_2
Hhon_g06694.t1	proteasome_inhibitor_subunit_1
Hhon_g06695.t1	protein_tyrosine_phosphatase_4A1
Hhon_g06696.t1	serine_incorporator_1
Hhon_g06697.t1	dynein_axonemal_light_intermediate_chain_1
Hhon_g06698.t1	NMD3_ribosome_export_adaptor
Hhon_g06699.t1	leucine_rich_repeat_containing_9
Hhon_g06700.t1	ubiquitin_protein_ligase_E3_component_n_recognin_5
Hhon_g06701.t1	RAB32_member_RAS_oncogene_family
Hhon_g06702.t1	prolyl_endopeptidase
Hhon_g06703.t1	aristaless_related_homeobox
Hhon_g06704.t1	terminal_nucleotidyltransferase_5C
Hhon_g06705.t1	COP9_signalosome_subunit_6
Hhon_g06706.t1	karyopherin_subunit_alpha_4
Hhon_g06707.t1	
Hhon_g06708.t1	
Hhon_g06709.t1	tetratricopeptide_repeat_domain_6
Hhon_g06710.t1	GPALPP_motifs_containing_1
Hhon_g06711.t1	RAS_p21_protein_activator_3
Hhon_g06712.t1	angiotensin_I_converting_enzyme
Hhon_g06713.t1	stromal_antigen_2
Hhon_g06714.t1	ELOVL_fatty_acid_elongase_6
Hhon_g06715.t1	fission_mitochondrial_1
Hhon_g06716.t1	ArfGAP_with_FG_repeats_1
Hhon_g06717.t1	Rho_guanine_nucleotide_exchange_factor_7
Hhon_g06718.t1	transmembrane_9_superfamily_member_2
Hhon_g06719.t1	UBA_domain_containing_2
Hhon_g06720.t1	transmembrane_9_superfamily_member_2
Hhon_g06721.t1	motile_sperm_domain_containing_1
Hhon_g06722.t1	zinc_finger_CCCH_type_RNA_binding_motif_and_serine_arginine_rich_2
Hhon_g06723.t1	succinate_dehydrogenase_complex_subunit_D
Hhon_g06724.t1	intraflagellar_transport_46
Hhon_g06725.t1	beta_secretase_1
Hhon_g06726.t1	
Hhon_g06727.t1	beta_secretase_1
Hhon_g06728.t1	beta_secretase_2
Hhon_g06729.t1	beta_secretase_2
Hhon_g06730.t1	
Hhon_g06731.t1	centrosomal_protein_164
Hhon_g06732.t1	N_acetylneuraminate_pyruvate_lyase
Hhon_g06733.t1	
Hhon_g06734.t1	chromosome_11_open_reading_frame_1
Hhon_g06735.t1	BBSome_interacting_protein_1
Hhon_g06736.t1	nicastrin
Hhon_g06737.t1	succinate_dehydrogenase_complex_subunit_C
Hhon_g06738.t1	transmembrane_protein_218
Hhon_g06739.t1	
Hhon_g06740.t1	electron_transfer_flavoprotein_subunit_beta
Hhon_g06741.t1	
Hhon_g06742.t1	cilia_and_flagella_associated_protein_91
Hhon_g06743.t1	sperm_autoantigenic_protein_17
Hhon_g06744.t1	SEL1L_family_member_3
Hhon_g06745.t1	ankyrin_repeat_and_sterile_alpha_motif_domain_containing_3
Hhon_g06746.t1	X_ray_repair_cross_complementing_2
Hhon_g06747.t1	PBX_knotted_1_homeobox_2
Hhon_g06748.t1	hematopoietic_prostaglandin_D_synthase
Hhon_g06749.t1	hematopoietic_prostaglandin_D_synthase
Hhon_g06750.t1	hematopoietic_prostaglandin_D_synthase
Hhon_g06751.t1	galactosidase_beta_1_like_2
Hhon_g06752.t1	hematopoietic_prostaglandin_D_synthase
Hhon_g06753.t1	lactamase_beta
Hhon_g06754.t1	hematopoietic_prostaglandin_D_synthase
Hhon_g06755.t1	DEAH_box_helicase_37
Hhon_g06756.t1	WD_repeat_domain_7
Hhon_g06757.t1	
Hhon_g06758.t1	F_box_protein_42
Hhon_g06759.t1	histamine_receptor_H2
Hhon_g06760.t1	kinesin_family_member_1A
Hhon_g06761.t1	
Hhon_g06762.t1	GTP_binding_protein_10
Hhon_g06763.t1	RNA_binding_motif_protein_33
Hhon_g06764.t1	BTB_domain_containing_8
Hhon_g06765.t1	cyclin_dependent_kinase_5
Hhon_g06766.t1	transmembrane_protein_198
Hhon_g06767.t1	replication_timing_regulatory_factor_1
Hhon_g06768.t1	isopentenyl_diphosphate_delta_isomerase_1
Hhon_g06769.t1	solute_carrier_family_25_member_1
Hhon_g06770.t1	granulin_precursor
Hhon_g06771.t1	mitochondrial_ribosomal_protein_L44
Hhon_g06772.t1	
Hhon_g06773.t1	mitochondrial_ribosomal_protein_L57
Hhon_g06774.t1	neuropeptide_FF_receptor_2
Hhon_g06775.t1	VPS50_subunit_of_EARP_GARPII_complex
Hhon_g06776.t1	ankyrin_repeat_and_zinc_finger_peptidyl_tRNA_hydrolase_1
Hhon_g06777.t1	cilia_and_flagella_associated_protein_221
Hhon_g06778.t1	
Hhon_g06779.t1	ABCF2_H2BE1_readthrough
Hhon_g06780.t1	UDP_GlcNAc_betaGal_beta_1_3_N_acetylglucosaminyltransferase_5
Hhon_g06781.t1	insulin_like_growth_factor_2_mRNA_binding_protein_2
Hhon_g06782.t1	
Hhon_g06783.t1	A_kinase_anchoring_protein_9
Hhon_g06784.t1	cytochrome_P450_family_51_subfamily_A_member_1
Hhon_g06785.t1	lanosterol_synthase
Hhon_g06786.t1	cytochrome_P450_family_51_subfamily_A_member_1
Hhon_g06787.t1	dynein_heavy_chain_domain_1
Hhon_g06788.t1	crumbs_cell_polarity_complex_component_1
Hhon_g06789.t1	epithelial_cell_transforming_2
Hhon_g06790.t1	
Hhon_g06791.t1	INO80_complex_subunit_C
Hhon_g06792.t1	splicing_factor_3b_subunit_1
Hhon_g06793.t1	oxidoreductase_NAD_binding_domain_containing_1
Hhon_g06794.t1	polypeptide_N_acetylgalactosaminyltransferase_1
Hhon_g06795.t1	polypeptide_N_acetylgalactosaminyltransferase_13
Hhon_g06796.t1	opioid_receptor_kappa_1
Hhon_g06797.t1	cholinergic_receptor_muscarinic_3
Hhon_g06798.t1	growth_hormone_secretagogue_receptor
Hhon_g06799.t1	piggyBac_transposable_element_derived_4
Hhon_g06800.t1	histamine_receptor_H1
Hhon_g06801.t1	
Hhon_g06802.t1	X_C_motif_chemokine_receptor_1
Hhon_g06803.t1	
Hhon_g06804.t1	
Hhon_g06805.t1	
Hhon_g06806.t1	
Hhon_g06807.t1	
Hhon_g06808.t1	gamma_aminobutyric_acid_type_B_receptor_subunit_2
Hhon_g06809.t1	RAD17_checkpoint_clamp_loader_component
Hhon_g06810.t1	LSM4_homolog_U6_small_nuclear_RNA_and_mRNA_degradation_associated
Hhon_g06811.t1	gamma_aminobutyric_acid_type_B_receptor_subunit_2
Hhon_g06812.t1	
Hhon_g06813.t1	ribosomal_protein_S25
Hhon_g06814.t1	zinc_finger_HIT_type_containing_2
Hhon_g06815.t1	transmembrane_protein_192
Hhon_g06816.t1	DEAD_box_helicase_6
Hhon_g06817.t1	GPN_loop_GTPase_1
Hhon_g06818.t1	RNA_binding_motif_protein_42
Hhon_g06819.t1	sterol_C5_desaturase
Hhon_g06820.t1	
Hhon_g06821.t1	immunoglobulin_superfamily_member_9B
Hhon_g06822.t1	post_GPI_attachment_to_proteins_GalNAc_transferase_4
Hhon_g06823.t1	WD_repeat_domain_12
Hhon_g06824.t1	splicing_factor_3b_subunit_4
Hhon_g06825.t1	cilia_and_flagella_associated_protein_45
Hhon_g06826.t1	zinc_finger_DHHC_type_palmitoyltransferase_3
Hhon_g06827.t1	ankyrin_repeat_and_KH_domain_containing_1
Hhon_g06828.t1	
Hhon_g06829.t1	VANGL_planar_cell_polarity_protein_1
Hhon_g06830.t1	WASH_complex_subunit_2C
Hhon_g06831.t1	mitochondrial_ribosomal_protein_L37
Hhon_g06832.t1	chromosome_X_open_reading_frame_65
Hhon_g06833.t1	DS_cell_adhesion_molecule
Hhon_g06834.t1	gamma_aminobutyric_acid_type_B_receptor_subunit_2
Hhon_g06835.t1	leucine_rich_repeat_containing_58
Hhon_g06836.t1	solute_carrier_family_7_member_14
Hhon_g06837.t1	mucin_4_cell_surface_associated
Hhon_g06838.t1	
Hhon_g06839.t1	synaptic_vesicle_glycoprotein_2B
Hhon_g06840.t1	synaptic_vesicle_glycoprotein_2C
Hhon_g06841.t1	synaptic_vesicle_glycoprotein_2C
Hhon_g06842.t1	mucin_4_cell_surface_associated
Hhon_g06843.t1	calcyphosine_like
Hhon_g06844.t1	calcyphosine_like
Hhon_g06845.t1	Fas_associated_factor_1
Hhon_g06846.t1	protein_kinase_C_substrate_80K_H
Hhon_g06847.t1	methylthioadenosine_phosphorylase
Hhon_g06848.t1	
Hhon_g06849.t1	ATP_GTP_binding_protein_like_4
Hhon_g06850.t1	R3H_domain_containing_4
Hhon_g06851.t1	alkB_homolog_7
Hhon_g06852.t1	dynein_cytoplasmic_2_light_intermediate_chain_1
Hhon_g06853.t1	mutS_homolog_3
Hhon_g06854.t1	NADH_ubiquinone_oxidoreductase_subunit_B7
Hhon_g06855.t1	zinc_finger_FYVE_type_containing_9
Hhon_g06856.t1	WD_repeat_domain_83_opposite_strand
Hhon_g06857.t1	ubiquitin_protein_ligase_E3C
Hhon_g06858.t1	RAD52_homolog_DNA_repair_protein
Hhon_g06859.t1	RNA_polymerase_II_I_and_III_subunit_E
Hhon_g06860.t1	zinc_finger_SWIM_type_containing_6
Hhon_g06861.t1	glutathione_peroxidase_4
Hhon_g06862.t1	
Hhon_g06863.t1	PHD_finger_protein_24
Hhon_g06864.t1	kinesin_family_member_4B
Hhon_g06865.t1	
Hhon_g06866.t1	
Hhon_g06867.t1	ciliogenesis_and_planar_polarity_effector_1
Hhon_g06868.t1	GC_rich_promoter_binding_protein_1_like_1
Hhon_g06869.t1	holocytochrome_c_synthase
Hhon_g06870.t1	
Hhon_g06871.t1	
Hhon_g06872.t1	transient_receptor_potential_cation_channel_subfamily_M_member_8
Hhon_g06873.t1	
Hhon_g06874.t1	transient_receptor_potential_cation_channel_subfamily_M_member_8
Hhon_g06875.t1	
Hhon_g06876.t1	transient_receptor_potential_cation_channel_subfamily_M_member_8
Hhon_g06877.t1	
Hhon_g06878.t1	transient_receptor_potential_cation_channel_subfamily_M_member_3
Hhon_g06879.t1	transient_receptor_potential_cation_channel_subfamily_M_member_3
Hhon_g06880.t1	KRI1_homolog
Hhon_g06881.t1	
Hhon_g06882.t1	
Hhon_g06883.t1	
Hhon_g06884.t1	
Hhon_g06885.t1	required_for_excision_1_B_domain_containing
Hhon_g06886.t1	novel_protein
Hhon_g06887.t1	phosphatidylinositol_glycan_anchor_biosynthesis_class_W
Hhon_g06888.t1	basic_transcription_factor_3_like_4
Hhon_g06889.t1	prostaglandin_E_receptor_4
Hhon_g06890.t1	3_oxoacid_CoA_transferase_1
Hhon_g06891.t1	store_operated_calcium_entry_associated_regulatory_factor
Hhon_g06892.t1	deleted_in_malignant_brain_tumors_1
Hhon_g06893.t1	chloride_channel_accessory_1
Hhon_g06894.t1	histone_deacetylase_1
Hhon_g06895.t1	cleavage_stimulation_factor_subunit_1
Hhon_g06896.t1	cleavage_stimulation_factor_subunit_1
Hhon_g06897.t1	fucosyltransferase_5
Hhon_g06898.t1	nucleoporin_188
Hhon_g06899.t1	
Hhon_g06900.t1	DNA_ligase_3
Hhon_g06901.t1	ferritin_light_chain
Hhon_g06902.t1	coiled_coil_domain_containing_150
Hhon_g06903.t1	eukaryotic_translation_initiation_factor_3_subunit_I
Hhon_g06904.t1	tumor_protein_p63
Hhon_g06905.t1	chromosome_7_open_reading_frame_25
Hhon_g06906.t1	fucosyltransferase_5
Hhon_g06907.t1	
Hhon_g06908.t1	solute_carrier_family_25_member_35
Hhon_g06909.t1	glyceraldehyde_3_phosphate_dehydrogenase
Hhon_g06910.t1	glyceraldehyde_3_phosphate_dehydrogenase
Hhon_g06911.t1	COP9_signalosome_subunit_7B
Hhon_g06912.t1	peroxisomal_biogenesis_factor_10
Hhon_g06913.t1	ubiquitin_conjugating_enzyme_E2_J2
Hhon_g06914.t1	MORN_repeat_containing_1
Hhon_g06915.t1	DnaJ_heat_shock_protein_family_Hsp40_member_C16
Hhon_g06916.t1	ILK_associated_serine_threonine_phosphatase
Hhon_g06917.t1	
Hhon_g06918.t1	thrombomodulin
Hhon_g06919.t1	chloride_voltage_gated_channel_2
Hhon_g06920.t1	HPS3_biogenesis_of_lysosomal_organelles_complex_2_subunit_1
Hhon_g06921.t1	SMC5_SMC6_complex_localization_factor_1
Hhon_g06922.t1	GRB10_interacting_GYF_protein_1
Hhon_g06923.t1	potassium_voltage_gated_channel_subfamily_A_regulatory_beta_subunit_2
Hhon_g06924.t1	H3.3_histone_A
Hhon_g06925.t1	proteasome_20S_subunit_beta_6
Hhon_g06926.t1	ubiquitin_specific_peptidase_48
Hhon_g06927.t1	syntaxin_1B
Hhon_g06928.t1	pyroglutamylated_RFamide_peptide_receptor
Hhon_g06929.t1	
Hhon_g06930.t1	piggyBac_transposable_element_derived_4
Hhon_g06931.t1	leucine_glutamate_and_lysine_rich_1
Hhon_g06932.t1	dispatched_RND_transporter_family_member_3
Hhon_g06933.t1	migration_and_invasion_inhibitory_protein
Hhon_g06934.t1	ankyrin_repeat_and_SOCS_box_containing_5
Hhon_g06935.t1	transmembrane_protein_222
Hhon_g06936.t1	PHD_finger_protein_10
Hhon_g06937.t1	novel_protein
Hhon_g06938.t1	transmembrane_protein_26
Hhon_g06939.t1	SFT2_domain_containing_2
Hhon_g06940.t1	NOP2_nucleolar_protein
Hhon_g06941.t1	
Hhon_g06942.t1	
Hhon_g06943.t1	transient_receptor_potential_cation_channel_subfamily_A_member_1
Hhon_g06944.t1	fucosyltransferase_6
Hhon_g06945.t1	
Hhon_g06946.t1	atlastin_GTPase_2
Hhon_g06947.t1	ribokinase
Hhon_g06948.t1	mitochondrial_ribosomal_protein_L33
Hhon_g06949.t1	transmembrane_p24_trafficking_protein_10
Hhon_g06950.t1	
Hhon_g06951.t1	chromosome_16_open_reading_frame_89
Hhon_g06952.t1	CCAAT_enhancer_binding_protein_zeta
Hhon_g06953.t1	actin_related_protein_10
Hhon_g06954.t1	neurogenin_2
Hhon_g06955.t1	cytochrome_c_oxidase_assembly_factor_COX16
Hhon_g06956.t1	mitochondrial_ribosomal_protein_S5
Hhon_g06957.t1	glycogen_phosphorylase_muscle_associated
Hhon_g06958.t1	mutL_homolog_3
Hhon_g06959.t1	RAB4B_member_RAS_oncogene_family
Hhon_g06960.t1	
Hhon_g06961.t1	DNA_polymerase_epsilon_catalytic_subunit
Hhon_g06962.t1	cleavage_and_polyadenylation_specific_factor_2
Hhon_g06963.t1	transport_and_golgi_organization_2_homolog
Hhon_g06964.t1	BCAS3_microtubule_associated_cell_migration_factor
Hhon_g06965.t1	
Hhon_g06966.t1	
Hhon_g06967.t1	
Hhon_g06968.t1	T_box_transcription_factor_4
Hhon_g06969.t1	T_box_transcription_factor_2
Hhon_g06970.t1	
Hhon_g06971.t1	BRCA1_interacting_protein_C_terminal_helicase_1
Hhon_g06972.t1	TRAF_type_zinc_finger_domain_containing_1
Hhon_g06973.t1	G_protein_coupled_receptor_143
Hhon_g06974.t1	
Hhon_g06975.t1	trafficking_protein_particle_complex_11
Hhon_g06976.t1	major_facilitator_superfamily_domain_containing_13A
Hhon_g06977.t1	
Hhon_g06978.t1	anaphase_promoting_complex_subunit_11
Hhon_g06979.t1	EMG1_N1_specific_pseudouridine_methyltransferase
Hhon_g06980.t1	RNA_polymerase_II_subunit_J
Hhon_g06981.t1	CAP_Gly_domain_containing_linker_protein_2
Hhon_g06982.t1	ring_finger_protein_10
Hhon_g06983.t1	zinc_finger_CCHC_type_containing_8
Hhon_g06984.t1	GLE1_RNA_export_mediator
Hhon_g06985.t1	derlin_2
Hhon_g06986.t1	thioredoxin_related_transmembrane_protein_2
Hhon_g06987.t1	myotubularin_related_protein_3
Hhon_g06988.t1	VPS29_retromer_complex_component
Hhon_g06989.t1	
Hhon_g06990.t1	TAO_kinase_2
Hhon_g06991.t1	intraflagellar_transport_22
Hhon_g06992.t1	sterile_alpha_motif_domain_containing_14
Hhon_g06993.t1	THO_complex_5
Hhon_g06994.t1	ring_finger_protein_34
Hhon_g06995.t1	apoptosis_inducing_factor_mitochondria_associated_3
Hhon_g06996.t1	HscB_mitochondrial_iron_sulfur_cluster_cochaperone
Hhon_g06997.t1	G_protein_subunit_beta_1_like
Hhon_g06998.t1	serine_hydrolase_like_2
Hhon_g06999.t1	nuclear_factor_erythroid_2
Hhon_g07000.t1	protoporphyrinogen_oxidase
Hhon_g07001.t1	protoporphyrinogen_oxidase
Hhon_g07002.t1	
Hhon_g07003.t1	glutamate_decarboxylase_1
Hhon_g07004.t1	JAZF_zinc_finger_1
Hhon_g07005.t1	alkylglycerone_phosphate_synthase
Hhon_g07006.t1	ataxin_7_like_3
Hhon_g07007.t1	charged_multivesicular_body_protein_5
Hhon_g07008.t1	
Hhon_g07009.t1	programmed_cell_death_6_interacting_protein
Hhon_g07010.t1	SWI_SNF_related_matrix_associated_actin_dependent_regulator_of_chromatin_subfamily_c_member_2
Hhon_g07011.t1	kynurenine_aminotransferase_1
Hhon_g07012.t1	ADAM_metallopeptidase_domain_10
Hhon_g07013.t1	KAT8_regulatory_NSL_complex_subunit_1
Hhon_g07014.t1	DLG_associated_protein_1
Hhon_g07015.t1	protein_O_fucosyltransferase_2
Hhon_g07016.t1	minichromosome_maintenance_complex_component_6
Hhon_g07017.t1	
Hhon_g07018.t1	heat_shock_protein_family_A_Hsp70_member_8
Hhon_g07019.t1	metaxin_2
Hhon_g07020.t1	sperm_associated_antigen_16
Hhon_g07021.t1	transient_receptor_potential_cation_channel_subfamily_M_member_2
Hhon_g07022.t1	
Hhon_g07023.t1	INO80_complex_subunit_D
Hhon_g07024.t1	lunapark_ER_junction_formation_factor
Hhon_g07025.t1	calcium_calmodulin_dependent_protein_kinase_II_delta
Hhon_g07026.t1	natriuretic_peptide_receptor_2
Hhon_g07027.t1	natriuretic_peptide_receptor_2
Hhon_g07028.t1	PAF1_homolog_Paf1_RNA_polymerase_II_complex_component
Hhon_g07029.t1	
Hhon_g07030.t1	leucine_rich_repeat_containing_8_VRAC_subunit_A
Hhon_g07031.t1	FKBP_prolyl_isomerase_4
Hhon_g07032.t1	tectonic_family_member_2
Hhon_g07033.t1	sphingomyelin_phosphodiesterase_4
Hhon_g07034.t1	spliceosome_associated_factor_3_U4_U6_recycling_protein
Hhon_g07035.t1	UDP_GlcNAc_betaGal_beta_1_3_N_acetylglucosaminyltransferase_2
Hhon_g07036.t1	poly_ADP_ribose_glycohydrolase
Hhon_g07037.t1	synaptotagmin_15
Hhon_g07038.t1	ribosomal_protein_S24
Hhon_g07039.t1	coiled_coil_helix_coiled_coil_helix_domain_containing_1
Hhon_g07040.t1	
Hhon_g07041.t1	
Hhon_g07042.t1	
Hhon_g07043.t1	uromodulin
Hhon_g07044.t1	MAM_domain_containing_glycosylphosphatidylinositol_anchor_1
Hhon_g07045.t1	CD163_molecule
Hhon_g07046.t1	vav_guanine_nucleotide_exchange_factor_2
Hhon_g07047.t1	
Hhon_g07048.t1	SET_and_MYND_domain_containing_3
Hhon_g07049.t1	mitochondrial_ribosomal_protein_S31
Hhon_g07050.t1	dynein_axonemal_assembly_factor_5
Hhon_g07051.t1	general_transcription_factor_IIIC_subunit_5
Hhon_g07052.t1	
Hhon_g07053.t1	COP1_E3_ubiquitin_ligase
Hhon_g07054.t1	
Hhon_g07055.t1	
Hhon_g07056.t1	SAMM50_sorting_and_assembly_machinery_component
Hhon_g07057.t1	cyclin_H
Hhon_g07058.t1	phosphatidylinositol_4_kinase_beta
Hhon_g07059.t1	guanine_deaminase
Hhon_g07060.t1	cytosolic_iron_sulfur_assembly_component_1
Hhon_g07061.t1	cytochrome_c_somatic
Hhon_g07062.t1	pyruvate_kinase_M1_2
Hhon_g07063.t1	phospholipase_A2_activating_protein
Hhon_g07064.t1	
Hhon_g07065.t1	vacuolar_protein_sorting_13_homolog_A
Hhon_g07066.t1	vacuolar_protein_sorting_13_homolog_A
Hhon_g07067.t1	solute_carrier_family_39_member_7
Hhon_g07068.t1	makorin_ring_finger_protein_1
Hhon_g07069.t1	solute_carrier_family_18_member_B1
Hhon_g07070.t1	peptidylprolyl_isomerase_like_1
Hhon_g07071.t1	cubilin
Hhon_g07072.t1	CAP_Gly_domain_containing_linker_protein_3
Hhon_g07073.t1	cubilin
Hhon_g07074.t1	queuine_tRNA_ribosyltransferase_accessory_subunit_2
Hhon_g07075.t1	negative_elongation_factor_complex_member_E
Hhon_g07076.t1	FKBP_prolyl_isomerase_1A
Hhon_g07077.t1	dolichyl_phosphate_mannosyltransferase_subunit_2_regulatory
Hhon_g07078.t1	jumonji_domain_containing_6_arginine_demethylase_and_lysine_hydroxylase
Hhon_g07079.t1	
Hhon_g07080.t1	family_with_sequence_similarity_102_member_B
Hhon_g07081.t1	proline_rich_coiled_coil_2B
Hhon_g07082.t1	collagen_beta_1_O_galactosyltransferase_1
Hhon_g07083.t1	
Hhon_g07084.t1	coiled_coil_domain_containing_180
Hhon_g07085.t1	drosha_ribonuclease_III
Hhon_g07086.t1	
Hhon_g07087.t1	
Hhon_g07088.t1	ankyrin_repeat_and_EF_hand_domain_containing_1
Hhon_g07089.t1	kinesin_associated_protein_3
Hhon_g07090.t1	
Hhon_g07091.t1	ATPase_H_transporting_V1_subunit_E1
Hhon_g07092.t1	neuropeptide_Y_receptor_Y4_2
Hhon_g07093.t1	neuropeptide_FF_receptor_2
Hhon_g07094.t1	somatostatin_receptor_2
Hhon_g07095.t1	potassium_voltage_gated_channel_subfamily_A_regulatory_beta_subunit_2
Hhon_g07096.t1	galanin_receptor_2
Hhon_g07097.t1	neuroglobin
Hhon_g07098.t1	
Hhon_g07099.t1	inositol_polyphosphate_1_phosphatase
Hhon_g07100.t1	novel_protein
Hhon_g07101.t1	
Hhon_g07102.t1	tachykinin_receptor_2
Hhon_g07103.t1	tachykinin_receptor_3
Hhon_g07104.t1	tousled_like_kinase_2
Hhon_g07105.t1	mannose_6_phosphate_receptor_cation_dependent
Hhon_g07106.t1	
Hhon_g07107.t1	dynactin_subunit_2
Hhon_g07108.t1	
Hhon_g07109.t1	solute_carrier_family_50_member_1
Hhon_g07110.t1	testis_expressed_10
Hhon_g07111.t1	prostaglandin_E_synthase_3
Hhon_g07112.t1	acetyl_CoA_acyltransferase_1
Hhon_g07113.t1	cystathionine_beta_synthase_like
Hhon_g07114.t1	
Hhon_g07115.t1	coiled_coil_domain_containing_177
Hhon_g07116.t1	integrin_subunit_beta_1
Hhon_g07117.t1	integrin_subunit_beta_6
Hhon_g07118.t1	
Hhon_g07119.t1	
Hhon_g07120.t1	
Hhon_g07121.t1	
Hhon_g07122.t1	
Hhon_g07123.t1	
Hhon_g07124.t1	integrin_subunit_beta_3
Hhon_g07125.t1	quinolinate_phosphoribosyltransferase
Hhon_g07126.t1	ribosomal_protein_L37a
Hhon_g07127.t1	
Hhon_g07128.t1	biogenesis_of_lysosomal_organelles_complex_1_subunit_1
Hhon_g07129.t1	adducin_1
Hhon_g07130.t1	solute_carrier_family_38_member_11
Hhon_g07131.t1	adducin_1
Hhon_g07132.t1	solute_carrier_family_38_member_11
Hhon_g07133.t1	solute_carrier_family_38_member_11
Hhon_g07134.t1	SUMO_specific_peptidase_1
Hhon_g07135.t1	insulin_induced_gene_1
Hhon_g07136.t1	protein_kinase_AMP_activated_non_catalytic_subunit_gamma_2
Hhon_g07137.t1	arachidonate_5_lipoxygenase
Hhon_g07138.t1	PNKD_metallo_beta_lactamase_domain_containing
Hhon_g07139.t1	retinol_dehydrogenase_16
Hhon_g07140.t1	retinol_dehydrogenase_16
Hhon_g07141.t1	
Hhon_g07142.t1	
Hhon_g07143.t1	DNA_cross_link_repair_1A
Hhon_g07144.t1	cytochrome_P450_family_26_subfamily_A_member_1
Hhon_g07145.t1	solute_carrier_family_26_member_11
Hhon_g07146.t1	DNA_polymerase_mu
Hhon_g07147.t1	small_integral_membrane_protein_8
Hhon_g07148.t1	FRA10A_associated_CGG_repeat_1
Hhon_g07149.t1	ATPase_Na_K_transporting_subunit_beta_2
Hhon_g07150.t1	fidgetin_like_1
Hhon_g07151.t1	DExH_box_helicase_34
Hhon_g07152.t1	cilia_and_flagella_associated_protein_43
Hhon_g07153.t1	farnesyl_diphosphate_synthase
Hhon_g07154.t1	
Hhon_g07155.t1	ADP_ribosylation_factor_like_GTPase_3
Hhon_g07156.t1	theg_spermatid_protein_like
Hhon_g07157.t1	post_GPI_attachment_to_proteins_phospholipase_3
Hhon_g07158.t1	NOP16_nucleolar_protein
Hhon_g07159.t1	syntaxin_18
Hhon_g07160.t1	inositol_polyphosphate_5_phosphatase_A
Hhon_g07161.t1	
Hhon_g07162.t1	glycerol_3_phosphate_acyltransferase_3
Hhon_g07163.t1	uromodulin
Hhon_g07164.t1	glycerol_3_phosphate_acyltransferase_4
Hhon_g07165.t1	armadillo_like_helical_domain_containing_3
Hhon_g07166.t1	YKT6_v_SNARE_homolog
Hhon_g07167.t1	solute_carrier_family_39_member_13
Hhon_g07168.t1	fucose_mutarotase
Hhon_g07169.t1	deleted_in_primary_ciliary_dyskinesia_homolog_mouse
Hhon_g07170.t1	BTB_domain_containing_16
Hhon_g07171.t1	hematopoietically_expressed_homeobox
Hhon_g07172.t1	H6_family_homeobox_3
Hhon_g07173.t1	engrailed_homeobox_2
Hhon_g07174.t1	NK6_homeobox_3
Hhon_g07175.t1	mitotic_spindle_organizing_protein_1
Hhon_g07176.t1	stem_loop_binding_protein
