Hhon_g00001.t1	zinc_finger_BED_type_containing_6	Dimer_Tnp_hAT/
Hhon_g06739.t1		DUF5526/
Hhon_g06740.t1	electron_transfer_flavoprotein_subunit_beta	ETF/
Hhon_g06741.t1		
Hhon_g06742.t1	cilia_and_flagella_associated_protein_91	CFAP91/
Hhon_g06743.t1	sperm_autoantigenic_protein_17	RIIa/IQ/IQ/IQ/IQ/IQ/
Hhon_g06744.t1	SEL1L_family_member_3	Laminin_G_3/Sel1/Sel1/Sel1/Sel1/Sel1/Sel1/
Hhon_g06745.t1	ankyrin_repeat_and_sterile_alpha_motif_domain_containing_3	Ank_2/Ank/Ank_2/SAM_1/
Hhon_g06746.t1	X_ray_repair_cross_complementing_2	Rad51/
Hhon_g06747.t1	PBX_knotted_1_homeobox_2	Meis_PKNOX_N/Homeobox_KN/
Hhon_g06748.t1	hematopoietic_prostaglandin_D_synthase	GST_N/GST_C_3/
Hhon_g06749.t1	hematopoietic_prostaglandin_D_synthase	GST_N/GST_C_3/
Hhon_g06750.t1	hematopoietic_prostaglandin_D_synthase	GST_N/GST_C_3/
Hhon_g06751.t1	galactosidase_beta_1_like_2	Glyco_hydro_35/
Hhon_g06752.t1	hematopoietic_prostaglandin_D_synthase	GST_N/GST_C_3/
Hhon_g06753.t1	lactamase_beta	Beta-lactamase/
Hhon_g06754.t1	hematopoietic_prostaglandin_D_synthase	GST_N/GST_C_3/
Hhon_g06755.t1	DEAH_box_helicase_37	DEAD/Helicase_C/HA2/OB_NTP_bind/
Hhon_g06756.t1	WD_repeat_domain_7	WD40/WD40/WD40/
Hhon_g06757.t1		LRR_8/
Hhon_g06758.t1	F_box_protein_42	Kelch_6/Kelch_1/Kelch_1/Kelch_4/Kelch_4/
Hhon_g06759.t1	histamine_receptor_H2	7tm_1/
Hhon_g06760.t1	kinesin_family_member_1A	Kinesin/FHA/KIF1B/C2/
Hhon_g06761.t1		
Hhon_g06762.t1	GTP_binding_protein_10	GTP1_OBG/MMR_HSR1/
Hhon_g06763.t1	RNA_binding_motif_protein_33	RRM_1/
Hhon_g06764.t1	BTB_domain_containing_8	BTB/BTB/
Hhon_g06765.t1	cyclin_dependent_kinase_5	Pkinase/
Hhon_g06766.t1	transmembrane_protein_198	DUF4203/
Hhon_g06767.t1	replication_timing_regulatory_factor_1	Rif1_N/
Hhon_g06768.t1	isopentenyl_diphosphate_delta_isomerase_1	NUDIX/
Hhon_g06769.t1	solute_carrier_family_25_member_1	Mito_carr/Mito_carr/Mito_carr/
Hhon_g06770.t1	granulin_precursor	Granulin/Granulin/Granulin/Granulin/Granulin/
Hhon_g06771.t1	mitochondrial_ribosomal_protein_L44	Ribonucleas_3_3/
Hhon_g06772.t1		Peptidase_M15_3/
Hhon_g06773.t1	mitochondrial_ribosomal_protein_L57	MRP-63/
Hhon_g06774.t1	neuropeptide_FF_receptor_2	7tm_1/
Hhon_g06775.t1	VPS50_subunit_of_EARP_GARPII_complex	Vps54_N/DUF2451/
Hhon_g06776.t1	ankyrin_repeat_and_zinc_finger_peptidyl_tRNA_hydrolase_1	bVLRF1/
Hhon_g06777.t1	cilia_and_flagella_associated_protein_221	PapD-like/
Hhon_g06778.t1		
Hhon_g06779.t1	ABCF2_H2BE1_readthrough	ABC_tran/ABC_tran_Xtn/ABC_tran/
Hhon_g06780.t1	UDP_GlcNAc_betaGal_beta_1_3_N_acetylglucosaminyltransferase_5	Galactosyl_T/
Hhon_g06781.t1	insulin_like_growth_factor_2_mRNA_binding_protein_2	RRM_1/KH_1/KH_1/KH_1/
Hhon_g06782.t1		
Hhon_g06783.t1	A_kinase_anchoring_protein_9	PACT_coil_coil/
Hhon_g06784.t1	cytochrome_P450_family_51_subfamily_A_member_1	p450/
Hhon_g06785.t1	lanosterol_synthase	SQHop_cyclase_N/SQHop_cyclase_C/
Hhon_g06786.t1	cytochrome_P450_family_51_subfamily_A_member_1	p450/
Hhon_g06787.t1	dynein_heavy_chain_domain_1	DHC_N2/AAA_6/AAA_6/AAA_6/Dynein_AAA_lid/AAA_7/AAA_8/MT/AAA_9/Dynein_heavy/AAA_lid_11/Dynein_C/
Hhon_g06788.t1	crumbs_cell_polarity_complex_component_1	
Hhon_g06789.t1	epithelial_cell_transforming_2	PTCB-BRCT/BRCT/RhoGEF/
Hhon_g06790.t1		zf-C3HC4_3/
Hhon_g06791.t1	INO80_complex_subunit_C	YL1_C/
Hhon_g06792.t1	splicing_factor_3b_subunit_1	SF3b1/
Hhon_g06793.t1	oxidoreductase_NAD_binding_domain_containing_1	NAD_binding_1/
Hhon_g06794.t1	polypeptide_N_acetylgalactosaminyltransferase_1	Glycos_transf_2/Ricin_B_lectin/
Hhon_g06795.t1	polypeptide_N_acetylgalactosaminyltransferase_13	Glycos_transf_2/Ricin_B_lectin/
Hhon_g06796.t1	opioid_receptor_kappa_1	7tm_1/
Hhon_g06797.t1	cholinergic_receptor_muscarinic_3	7tm_1/
Hhon_g06798.t1	growth_hormone_secretagogue_receptor	7tm_1/
Hhon_g06799.t1	piggyBac_transposable_element_derived_4	DDE_Tnp_1_7/Tnp_zf-ribbon_2/
Hhon_g06800.t1	histamine_receptor_H1	7tm_1/
Hhon_g06801.t1		7tm_1/
Hhon_g06802.t1	X_C_motif_chemokine_receptor_1	7tm_1/
Hhon_g06803.t1		7tm_1/
Hhon_g06804.t1		
Hhon_g06805.t1		
Hhon_g06806.t1		
Hhon_g06807.t1		
Hhon_g06808.t1	gamma_aminobutyric_acid_type_B_receptor_subunit_2	ANF_receptor/7tm_3/
Hhon_g06809.t1	RAD17_checkpoint_clamp_loader_component	Rad17/
Hhon_g06810.t1	LSM4_homolog_U6_small_nuclear_RNA_and_mRNA_degradation_associated	LSM/
Hhon_g06811.t1	gamma_aminobutyric_acid_type_B_receptor_subunit_2	ANF_receptor/7tm_3/
Hhon_g06812.t1		
Hhon_g06813.t1	ribosomal_protein_S25	Ribosomal_S25/
Hhon_g06814.t1	zinc_finger_HIT_type_containing_2	zf-HIT/
Hhon_g06815.t1	transmembrane_protein_192	TMEM192/
Hhon_g06816.t1	DEAD_box_helicase_6	DEAD/Helicase_C/
Hhon_g06817.t1	GPN_loop_GTPase_1	ATP_bind_1/
Hhon_g06818.t1	RNA_binding_motif_protein_42	RRM_1/
Hhon_g06819.t1	sterol_C5_desaturase	FA_hydroxylase/
Hhon_g06820.t1		
Hhon_g06821.t1	immunoglobulin_superfamily_member_9B	V-set/Ig_3/I-set/Ig_3/fn3/
Hhon_g06822.t1	post_GPI_attachment_to_proteins_GalNAc_transferase_4	
Hhon_g06823.t1	WD_repeat_domain_12	WD40/WD40/WD40/WD40/
Hhon_g06824.t1	splicing_factor_3b_subunit_4	RRM_1/
Hhon_g06825.t1	cilia_and_flagella_associated_protein_45	TPH/
Hhon_g06826.t1	zinc_finger_DHHC_type_palmitoyltransferase_3	DHHC/
Hhon_g06827.t1	ankyrin_repeat_and_KH_domain_containing_1	Ank_2/Ank_2/Ank_2/Ank_2/Ank_2/Ank_3/Ank_2/KH_1/
Hhon_g06828.t1		TPR_12/TPR_12/
Hhon_g06829.t1	VANGL_planar_cell_polarity_protein_1	Strabismus/
Hhon_g06830.t1	WASH_complex_subunit_2C	CAP-ZIP_m/
Hhon_g06831.t1	mitochondrial_ribosomal_protein_L37	PDCD9/
Hhon_g06832.t1	chromosome_X_open_reading_frame_65	Il2rg/
Hhon_g06833.t1	DS_cell_adhesion_molecule	I-set/I-set/Ig_3/fn3/fn3/fn3/
Hhon_g06834.t1	gamma_aminobutyric_acid_type_B_receptor_subunit_2	ANF_receptor/7tm_3/
Hhon_g06835.t1	leucine_rich_repeat_containing_58	LRR_8/LRR_8/
Hhon_g06836.t1	solute_carrier_family_7_member_14	AA_permease_2/AA_permease_C/
Hhon_g06837.t1	mucin_4_cell_surface_associated	NIDO/VWD/EGF_CA/EGF_CA/cEGF/EGF_3/EGF_CA/SEA/EGF_CA/EGF_CA/
Hhon_g06838.t1		
Hhon_g06839.t1	synaptic_vesicle_glycoprotein_2B	Sugar_tr/
Hhon_g06840.t1	synaptic_vesicle_glycoprotein_2C	Sugar_tr/MFS_1/
Hhon_g06841.t1	synaptic_vesicle_glycoprotein_2C	Sugar_tr/
Hhon_g06842.t1	mucin_4_cell_surface_associated	NIDO/VWD/EGF_CA/FXa_inhibition/cEGF/EGF_3/EGF_CA/SEA/EGF_CA/EGF_CA/
Hhon_g06843.t1	calcyphosine_like	EF-hand_7/
Hhon_g06844.t1	calcyphosine_like	EF-hand_7/EF-hand_5/
Hhon_g06845.t1	Fas_associated_factor_1	UBA_4/UBX/
Hhon_g06846.t1	protein_kinase_C_substrate_80K_H	PRKCSH-like/PRKCSH_1/
Hhon_g06847.t1	methylthioadenosine_phosphorylase	PNP_UDP_1/
Hhon_g06848.t1		Med26/
Hhon_g06849.t1	ATP_GTP_binding_protein_like_4	Pepdidase_M14_N/Peptidase_M14/
Hhon_g06850.t1	R3H_domain_containing_4	R3H-assoc/
Hhon_g06851.t1	alkB_homolog_7	2OG-FeII_Oxy_2/
Hhon_g06852.t1	dynein_cytoplasmic_2_light_intermediate_chain_1	DLIC/
Hhon_g06853.t1	mutS_homolog_3	MutS_I/MutS_II/MutS_III/MutS_V/
Hhon_g06854.t1	NADH_ubiquinone_oxidoreductase_subunit_B7	NDUF_B7/
Hhon_g06855.t1	zinc_finger_FYVE_type_containing_9	FYVE/DUF3480/
Hhon_g06856.t1	WD_repeat_domain_83_opposite_strand	UPF0139/
Hhon_g06857.t1	ubiquitin_protein_ligase_E3C	DUF3808/HECT/
Hhon_g06858.t1	RAD52_homolog_DNA_repair_protein	Rad52_Rad22/
Hhon_g06859.t1	RNA_polymerase_II_I_and_III_subunit_E	RNA_pol_Rpb5_N/RNA_pol_Rpb5_C/
Hhon_g06860.t1	zinc_finger_SWIM_type_containing_6	
Hhon_g06861.t1	glutathione_peroxidase_4	DEP/GSHPx/
Hhon_g06862.t1		7tm_1/
Hhon_g06863.t1	PHD_finger_protein_24	Zf_RING/EF-hand_7/EF-hand_5/
Hhon_g06864.t1	kinesin_family_member_4B	Kinesin/
Hhon_g06865.t1		
Hhon_g06866.t1		
Hhon_g06867.t1	ciliogenesis_and_planar_polarity_effector_1	
Hhon_g06868.t1	GC_rich_promoter_binding_protein_1_like_1	Vasculin/
Hhon_g06869.t1	holocytochrome_c_synthase	Cyto_heme_lyase/
Hhon_g06870.t1		
Hhon_g06871.t1		
Hhon_g06872.t1	transient_receptor_potential_cation_channel_subfamily_M_member_8	
Hhon_g06873.t1		
Hhon_g06874.t1	transient_receptor_potential_cation_channel_subfamily_M_member_8	
Hhon_g06875.t1		
Hhon_g06876.t1	transient_receptor_potential_cation_channel_subfamily_M_member_8	
Hhon_g06877.t1		
Hhon_g06878.t1	transient_receptor_potential_cation_channel_subfamily_M_member_3	LSDAT_euk/Ion_trans/
Hhon_g06879.t1	transient_receptor_potential_cation_channel_subfamily_M_member_3	LSDAT_euk/
Hhon_g06880.t1	KRI1_homolog	Kri1/Kri1_C/
Hhon_g06881.t1		
Hhon_g06882.t1		
Hhon_g06883.t1		
Hhon_g06884.t1		
Hhon_g06885.t1	required_for_excision_1_B_domain_containing	DNA_repr_REX1B/
Hhon_g06886.t1	novel_protein	HhH-GPD/HHH/EndIII_4Fe-2S/NUDIX_4/
Hhon_g06887.t1	phosphatidylinositol_glycan_anchor_biosynthesis_class_W	GWT1/
Hhon_g06888.t1	basic_transcription_factor_3_like_4	NAC/
Hhon_g06889.t1	prostaglandin_E_receptor_4	7tm_1/
Hhon_g06890.t1	3_oxoacid_CoA_transferase_1	CoA_trans/CoA_trans/
Hhon_g06891.t1	store_operated_calcium_entry_associated_regulatory_factor	SARAF/
Hhon_g06892.t1	deleted_in_malignant_brain_tumors_1	SRCR/EGF/EGF/hEGF/EGF/SRCR/EGF/hEGF/EGF/SRCR/cEGF/EGF_CA/EGF_CA/EGF_CA/EGF_3/EGF_3/EGF_CA/EGF_CA/EGF_CA/EGF_3/EGF_3/EGF_3/EGF_CA/EGF_CA/SEA/EGF_CA/EGF_CA/
Hhon_g06893.t1	chloride_channel_accessory_1	CLCA/VWA/
Hhon_g06894.t1	histone_deacetylase_1	Hist_deacetyl/
Hhon_g06895.t1	cleavage_stimulation_factor_subunit_1	WD40/WD40/
Hhon_g06896.t1	cleavage_stimulation_factor_subunit_1	CSTF1_dimer/WD40/WD40/WD40/WD40/WD40/
Hhon_g06897.t1	fucosyltransferase_5	Glyco_tran_10_N/Glyco_transf_10/
Hhon_g06898.t1	nucleoporin_188	Nup188/
Hhon_g06899.t1		
Hhon_g06900.t1	DNA_ligase_3	zf-PARP/DNA_ligase_A_N/DNA_ligase_A_M/DNA_ligase_A_C/zf-CCHH/LIG3_BRCT/
Hhon_g06901.t1	ferritin_light_chain	Ferritin/
Hhon_g06902.t1	coiled_coil_domain_containing_150	
Hhon_g06903.t1	eukaryotic_translation_initiation_factor_3_subunit_I	WD40/WD40/
Hhon_g06904.t1	tumor_protein_p63	P53/P53_tetramer/SAM_2/
Hhon_g06905.t1	chromosome_7_open_reading_frame_25	DUF5614/DUF1308/
Hhon_g06906.t1	fucosyltransferase_5	Glyco_tran_10_N/Glyco_transf_10/
Hhon_g06907.t1		
Hhon_g06908.t1	solute_carrier_family_25_member_35	Mito_carr/Mito_carr/Mito_carr/
Hhon_g06909.t1	glyceraldehyde_3_phosphate_dehydrogenase	Gp_dh_N/Gp_dh_C/
Hhon_g06910.t1	glyceraldehyde_3_phosphate_dehydrogenase	Gp_dh_N/Gp_dh_C/
Hhon_g06911.t1	COP9_signalosome_subunit_7B	PCI/CSN7a_helixI/
Hhon_g06912.t1	peroxisomal_biogenesis_factor_10	Pex2_Pex12/zf-RING_2/
Hhon_g06913.t1	ubiquitin_conjugating_enzyme_E2_J2	UQ_con/
Hhon_g06914.t1	MORN_repeat_containing_1	MORN/MORN/MORN/MORN/MORN/MORN/MORN/MORN/
Hhon_g06915.t1	DnaJ_heat_shock_protein_family_Hsp40_member_C16	DnaJ/Thioredoxin/
Hhon_g06916.t1	ILK_associated_serine_threonine_phosphatase	PP2C/
Hhon_g06917.t1		
Hhon_g06918.t1	thrombomodulin	EGF_CA/EGF_CA/EGF_CA/Laminin_EGF/Laminin_EGF/Laminin_EGF/
Hhon_g06919.t1	chloride_voltage_gated_channel_2	Voltage_CLC/
Hhon_g06920.t1	HPS3_biogenesis_of_lysosomal_organelles_complex_2_subunit_1	HPS3_N/HPS3_Mid/HPS3_C/
Hhon_g06921.t1	SMC5_SMC6_complex_localization_factor_1	Ank_2/
Hhon_g06922.t1	GRB10_interacting_GYF_protein_1	GYF/
Hhon_g06923.t1	potassium_voltage_gated_channel_subfamily_A_regulatory_beta_subunit_2	Aldo_ket_red/
Hhon_g06924.t1	H3.3_histone_A	Histone/
Hhon_g06925.t1	proteasome_20S_subunit_beta_6	Proteasome/
Hhon_g06926.t1	ubiquitin_specific_peptidase_48	UCH/ubiquitin/
Hhon_g06927.t1	syntaxin_1B	Syntaxin/SNARE/
Hhon_g06928.t1	pyroglutamylated_RFamide_peptide_receptor	7tm_1/
Hhon_g06929.t1		
Hhon_g06930.t1	piggyBac_transposable_element_derived_4	DDE_Tnp_1_7/
Hhon_g06931.t1	leucine_glutamate_and_lysine_rich_1	
Hhon_g06932.t1	dispatched_RND_transporter_family_member_3	Patched/
Hhon_g06933.t1	migration_and_invasion_inhibitory_protein	MIIP/
Hhon_g06934.t1	ankyrin_repeat_and_SOCS_box_containing_5	Ank_2/Ank_2/Ank/
Hhon_g06935.t1	transmembrane_protein_222	DUF778/DUF778/
Hhon_g06936.t1	PHD_finger_protein_10	PHD/
Hhon_g06937.t1	novel_protein	Synaptobrevin/
Hhon_g06938.t1	transmembrane_protein_26	Tmem26/
Hhon_g06939.t1	SFT2_domain_containing_2	Got1/
Hhon_g06940.t1	NOP2_nucleolar_protein	Methyltr_RsmF_N/Methyltr_RsmB-F/
Hhon_g06941.t1		
Hhon_g06942.t1		Ribonucleas_3_3/
Hhon_g06943.t1	transient_receptor_potential_cation_channel_subfamily_A_member_1	Ank_2/Ank_2/Ank_2/Ank_5/
Hhon_g06944.t1	fucosyltransferase_6	Glyco_tran_10_N/Glyco_transf_10/
Hhon_g06945.t1		
Hhon_g06946.t1	atlastin_GTPase_2	GBP/GBP_C/
Hhon_g06947.t1	ribokinase	PfkB/
Hhon_g06948.t1	mitochondrial_ribosomal_protein_L33	Ribosomal_L33/
Hhon_g06949.t1	transmembrane_p24_trafficking_protein_10	EMP24_GP25L/
Hhon_g06950.t1		
Hhon_g06951.t1	chromosome_16_open_reading_frame_89	DUF4735/
Hhon_g06952.t1	CCAAT_enhancer_binding_protein_zeta	CBF/
Hhon_g06953.t1	actin_related_protein_10	Actin/
Hhon_g06954.t1	neurogenin_2	HLH/
Hhon_g06955.t1	cytochrome_c_oxidase_assembly_factor_COX16	COX16/
Hhon_g06956.t1	mitochondrial_ribosomal_protein_S5	Ribosomal_S5/Ribosomal_S5_C/
Hhon_g06957.t1	glycogen_phosphorylase_muscle_associated	Phosphorylase/
Hhon_g06958.t1	mutL_homolog_3	HATPase_c/MutL_C/
Hhon_g06959.t1	RAB4B_member_RAS_oncogene_family	Ras/
Hhon_g06960.t1		
Hhon_g06961.t1	DNA_polymerase_epsilon_catalytic_subunit	DNA_pol_B_exo1/DNA_pol_B/DUF1744/
Hhon_g06962.t1	cleavage_and_polyadenylation_specific_factor_2	Lactamase_B_6/Beta-Casp/RMMBL/CPSF100_C/
Hhon_g06963.t1	transport_and_golgi_organization_2_homolog	TANGO2/
Hhon_g06964.t1	BCAS3_microtubule_associated_cell_migration_factor	BCAS3/
Hhon_g06965.t1		
Hhon_g06966.t1		
Hhon_g06967.t1		
Hhon_g06968.t1	T_box_transcription_factor_4	T-box/
Hhon_g06969.t1	T_box_transcription_factor_2	T-box/
Hhon_g06970.t1		
Hhon_g06971.t1	BRCA1_interacting_protein_C_terminal_helicase_1	DEAD_2/Helicase_C_2/
Hhon_g06972.t1	TRAF_type_zinc_finger_domain_containing_1	
Hhon_g06973.t1	G_protein_coupled_receptor_143	Ocular_alb/
Hhon_g06974.t1		LRR_8/LRR_8/LRR_8/LRR_5/LRR_8/
Hhon_g06975.t1	trafficking_protein_particle_complex_11	Foie-gras_1/Gryzun-like/
Hhon_g06976.t1	major_facilitator_superfamily_domain_containing_13A	MFS_2/
Hhon_g06977.t1		
Hhon_g06978.t1	anaphase_promoting_complex_subunit_11	zf-ANAPC11/
Hhon_g06979.t1	EMG1_N1_specific_pseudouridine_methyltransferase	EMG1/
Hhon_g06980.t1	RNA_polymerase_II_subunit_J	RNA_pol_L_2/
Hhon_g06981.t1	CAP_Gly_domain_containing_linker_protein_2	CAP_GLY/CAP_GLY/CLIP1_ZNF/
Hhon_g06982.t1	ring_finger_protein_10	zf-C3HC4/
Hhon_g06983.t1	zinc_finger_CCHC_type_containing_8	PSP/
Hhon_g06984.t1	GLE1_RNA_export_mediator	GLE1/
Hhon_g06985.t1	derlin_2	DER1/
Hhon_g06986.t1	thioredoxin_related_transmembrane_protein_2	Thioredoxin/
Hhon_g06987.t1	myotubularin_related_protein_3	Myotub-related/FYVE/
Hhon_g06988.t1	VPS29_retromer_complex_component	Metallophos_2/
Hhon_g06989.t1		
Hhon_g06990.t1	TAO_kinase_2	Pkinase/
Hhon_g06991.t1	intraflagellar_transport_22	Roc/
Hhon_g06992.t1	sterile_alpha_motif_domain_containing_14	SAM_2/RA/
Hhon_g06993.t1	THO_complex_5	FmiP_Thoc5/
Hhon_g06994.t1	ring_finger_protein_34	zf-C3HC4_3/
Hhon_g06995.t1	apoptosis_inducing_factor_mitochondria_associated_3	Rieske/Pyr_redox_2/
Hhon_g06996.t1	HscB_mitochondrial_iron_sulfur_cluster_cochaperone	DnaJ/HSCB_C/
Hhon_g06997.t1	G_protein_subunit_beta_1_like	WD40/WD40/
Hhon_g06998.t1	serine_hydrolase_like_2	Abhydrolase_1/
Hhon_g06999.t1	nuclear_factor_erythroid_2	bZIP_Maf/
Hhon_g07000.t1	protoporphyrinogen_oxidase	Amino_oxidase/
Hhon_g07001.t1	protoporphyrinogen_oxidase	Amino_oxidase/
Hhon_g07002.t1		
Hhon_g07003.t1	glutamate_decarboxylase_1	Pyridoxal_deC/
Hhon_g07004.t1	JAZF_zinc_finger_1	
Hhon_g07005.t1	alkylglycerone_phosphate_synthase	FAD_binding_4/FAD-oxidase_C/
Hhon_g07006.t1	ataxin_7_like_3	Sgf11/
Hhon_g07007.t1	charged_multivesicular_body_protein_5	Snf7/
Hhon_g07008.t1		
Hhon_g07009.t1	programmed_cell_death_6_interacting_protein	BRO1/ALIX_LYPXL_bnd/
Hhon_g07010.t1	SWI_SNF_related_matrix_associated_actin_dependent_regulator_of_chromatin_subfamily_c_member_2	SWIRM-assoc_2/SWIRM/Myb_DNA-binding/SWIRM-assoc_3/SWIRM-assoc_1/
Hhon_g07011.t1	kynurenine_aminotransferase_1	Aminotran_1_2/
Hhon_g07012.t1	ADAM_metallopeptidase_domain_10	Disintegrin/
Hhon_g07013.t1	KAT8_regulatory_NSL_complex_subunit_1	PEHE/
Hhon_g07014.t1	DLG_associated_protein_1	GKAP/
Hhon_g07015.t1	protein_O_fucosyltransferase_2	O-FucT/
Hhon_g07016.t1	minichromosome_maintenance_complex_component_6	MCM_N/MCM_OB/MCM/MCM_lid/MCM6_C/
Hhon_g07017.t1		Coiled-coil_56/
Hhon_g07018.t1	heat_shock_protein_family_A_Hsp70_member_8	HSP70/
Hhon_g07019.t1	metaxin_2	Tom37/GST_C_6/
Hhon_g07020.t1	sperm_associated_antigen_16	Peptidase_C50/WD40/WD40/WD40/WD40/WD40/
Hhon_g07021.t1	transient_receptor_potential_cation_channel_subfamily_M_member_2	LSDAT_euk/Ion_trans/NUDIX/
Hhon_g07022.t1		HEXIM/
Hhon_g07023.t1	INO80_complex_subunit_D	zf-C3Hc3H/zf-C3Hc3H/
Hhon_g07024.t1	lunapark_ER_junction_formation_factor	zinc_ribbon_10/
Hhon_g07025.t1	calcium_calmodulin_dependent_protein_kinase_II_delta	Pkinase/
Hhon_g07026.t1	natriuretic_peptide_receptor_2	NIT/HNOBA/Guanylate_cyc/
Hhon_g07027.t1	natriuretic_peptide_receptor_2	NIT/HNOBA/Guanylate_cyc/
Hhon_g07028.t1	PAF1_homolog_Paf1_RNA_polymerase_II_complex_component	Paf1/
Hhon_g07029.t1		
Hhon_g07030.t1	leucine_rich_repeat_containing_8_VRAC_subunit_A	LRR_1/LRR_8/LRR_8/
Hhon_g07031.t1	FKBP_prolyl_isomerase_4	FKBP_N_2/
Hhon_g07032.t1	tectonic_family_member_2	Lectin_C/DUF1619/
Hhon_g07033.t1	sphingomyelin_phosphodiesterase_4	mit_SMPDase/mit_SMPDase/mit_SMPDase/
Hhon_g07034.t1	spliceosome_associated_factor_3_U4_U6_recycling_protein	RRM_1/RRM_1/
Hhon_g07035.t1	UDP_GlcNAc_betaGal_beta_1_3_N_acetylglucosaminyltransferase_2	Galactosyl_T/
Hhon_g07036.t1	poly_ADP_ribose_glycohydrolase	PARG_cat/
Hhon_g07037.t1	synaptotagmin_15	C2/C2/
Hhon_g07038.t1	ribosomal_protein_S24	Ribosomal_S24e/
Hhon_g07039.t1	coiled_coil_helix_coiled_coil_helix_domain_containing_1	CHCH/
Hhon_g07040.t1		TIR_2/
Hhon_g07041.t1		
Hhon_g07042.t1		
Hhon_g07043.t1	uromodulin	EGF/EGF/EGF_CA/EGF/EGF_CA/EGF/EGF_CA/EGF/EGF_CA/EGF/EGF/FXa_inhibition/
Hhon_g07044.t1	MAM_domain_containing_glycosylphosphatidylinositol_anchor_1	EGF/EGF_CA/EGF/EGF_CA/EGF_CA/EGF_CA/MAM/
Hhon_g07045.t1	CD163_molecule	EGF/EGF_CA/EGF/EGF_CA/hEGF/EGF_CA/FXa_inhibition/SRCR/
Hhon_g07046.t1	vav_guanine_nucleotide_exchange_factor_2	CH/RhoGEF/PH/C1_1/SH2/SH3_2/
Hhon_g07047.t1		Patatin/
Hhon_g07048.t1	SET_and_MYND_domain_containing_3	SET/zf-MYND/
Hhon_g07049.t1	mitochondrial_ribosomal_protein_S31	MRP-S31/
Hhon_g07050.t1	dynein_axonemal_assembly_factor_5	Vac14_Fab1_bd/
Hhon_g07051.t1	general_transcription_factor_IIIC_subunit_5	Tau95_N/Tau95/
Hhon_g07052.t1		
Hhon_g07053.t1	COP1_E3_ubiquitin_ligase	zf-C3HC4_2/WD40/WD40/
Hhon_g07054.t1		
Hhon_g07055.t1		
Hhon_g07056.t1	SAMM50_sorting_and_assembly_machinery_component	Omp85/
Hhon_g07057.t1	cyclin_H	Cyclin_N/Cyclin_C_2/
Hhon_g07058.t1	phosphatidylinositol_4_kinase_beta	PI3_PI4_kinase/
Hhon_g07059.t1	guanine_deaminase	Amidohydro_1/
Hhon_g07060.t1	cytosolic_iron_sulfur_assembly_component_1	WD40/WD40/WD40/WD40/WD40/WD40/
Hhon_g07061.t1	cytochrome_c_somatic	Cytochrom_C/
Hhon_g07062.t1	pyruvate_kinase_M1_2	PK/PK_C/
Hhon_g07063.t1	phospholipase_A2_activating_protein	WD40/WD40/WD40/WD40/WD40/PFU/PUL/
Hhon_g07064.t1		
Hhon_g07065.t1	vacuolar_protein_sorting_13_homolog_A	Chorein_N/VPS13/VPS13_mid_rpt/VPS13_mid_rpt/SHR-BD/VPS13_C/ATG_C/
Hhon_g07066.t1	vacuolar_protein_sorting_13_homolog_A	Chorein_N/Chorein_N/VPS13/VPS13_mid_rpt/SHR-BD/VPS13_C/ATG_C/
Hhon_g07067.t1	solute_carrier_family_39_member_7	Zip/
Hhon_g07068.t1	makorin_ring_finger_protein_1	zf-CCCH/zf-CCCH_2/zf-CCCH_2/zf-C3HC4/zf-CCCH_2/
Hhon_g07069.t1	solute_carrier_family_18_member_B1	MFS_1/MFS_1/
Hhon_g07070.t1	peptidylprolyl_isomerase_like_1	Pro_isomerase/
Hhon_g07071.t1	cubilin	CUB/CUB/CUB/
Hhon_g07072.t1	CAP_Gly_domain_containing_linker_protein_3	Ank_2/
Hhon_g07073.t1	cubilin	CUB/CUB/CUB/
Hhon_g07074.t1	queuine_tRNA_ribosyltransferase_accessory_subunit_2	TGT/
Hhon_g07075.t1	negative_elongation_factor_complex_member_E	RRM_1/
Hhon_g07076.t1	FKBP_prolyl_isomerase_1A	FKBP_C/
Hhon_g07077.t1	dolichyl_phosphate_mannosyltransferase_subunit_2_regulatory	DPM2/
Hhon_g07078.t1	jumonji_domain_containing_6_arginine_demethylase_and_lysine_hydroxylase	Cupin_8/
Hhon_g07079.t1		Sen15/
Hhon_g07080.t1	family_with_sequence_similarity_102_member_B	NT-C2/
Hhon_g07081.t1	proline_rich_coiled_coil_2B	BAT2_N/
Hhon_g07082.t1	collagen_beta_1_O_galactosyltransferase_1	Glyco_tranf_2_4/Glyco_transf_25/
Hhon_g07083.t1		
Hhon_g07084.t1	coiled_coil_domain_containing_180	DUF4455/DUF4456/
Hhon_g07085.t1	drosha_ribonuclease_III	Ribonuclease_3/Ribonuclease_3/dsrm/
Hhon_g07086.t1		DUF1761/
Hhon_g07087.t1		DUF1761/
Hhon_g07088.t1	ankyrin_repeat_and_EF_hand_domain_containing_1	Ank_2/Ank_2/Ank_4/EF-hand_7/Ank_4/
Hhon_g07089.t1	kinesin_associated_protein_3	KAP/KAP/
Hhon_g07090.t1		PSI_integrin/
Hhon_g07091.t1	ATPase_H_transporting_V1_subunit_E1	vATP-synt_E/
Hhon_g07092.t1	neuropeptide_Y_receptor_Y4_2	7tm_1/
Hhon_g07093.t1	neuropeptide_FF_receptor_2	7tm_1/
